"","TNS4","LY6D","LINC00887","MTRF1LP2","ZNF736P9Y","IGF2BP3","CRNN","MYEOV","KRT37","IQCM","CLCA4","IRS1","LINC01583","WSCD2","MRAP2","LINC02605","SMILR","PITX1","CST1","SPDYC","LRRK2","LSG1","SLC5A12","CAV1","LINC01910","SIM2","CAMK2B","HOXC8","GJB6","C7","AKR1C7P","CEL","APC","MAGI2","LINC02301","KRT17P3","KLF2","LINC01967","LAMA1","AFP","LINC01615","SLC51B","TRPC4AP","SLCO1B1","STRA6","MIR2052HG","PPFIA4","ELANE","PCAT7","C14orf39","DIRC3","OR5T1","BCAR1","MLNR","LINC01748","SLC25A24P1","PCNPP3","GPIHBP1","CNTNAP4","IGSF1","LOXHD1","MESTP1","MRC1","PDE10A","GABRP","DIPK1C","FAM83A","LINC02167","H2AC14","CSAG3","LARGE2","CENPIP1","LINC02360","MMP20","PITX2","C7orf33","ALDH3B1","UQCRBP2","MAGEA10","RBMY1KP","TLX3","BOLL","GPRC5A","GTSF1","LINC02315","EPHA6","LINC00942","APLN","BAIAP2L2","RFPL4AP6","H2BC9","ZIC3","AK4","CASC19","EPHA7","COL9A3","CSN1S1","BTNL9","CLPSL1","CA4","GJB2","CLCA2","LINC01698","INA","GRIN2D","TRIO","FBN2","LINC02763","EVX2","ALG1L","PARPBP","FOSB","LINC00488","LINP1","IL19","CNFN","ALG1L3P","KREMEN2","CRYBA2","ABCC5","ABCC2","A2ML1","ABCA3","KCNV1","GNG4","OTOP2","SLC6A5","LINC01639","GKN2","CENPI","DSEL","PRORY","RPL26P13","KLK12","DMRT3","status"
"TCGA.63.A5MT.01A",14.6655579898464,11.9650627567446,5.64385618977472,3.58496250072116,1,9.70735913208088,1,7.64385618977472,2.58496250072116,1,3,10.6492561775173,1,3.58496250072116,8.35755200461808,6.6724253419715,4,8.22881869049588,7.08746284125034,9.74819284958946,9.27612440527424,11.6017707884077,9.63662462054365,12.9057630496028,2.58496250072116,9.38801728534514,6.97727992349992,4.70043971814109,9.81057163474115,10.4387918525783,3,7.64385618977472,9.29001884693262,6.88264304936184,1,7.16992500144231,9.38801728534514,2,12.8795832496128,1,5.58496250072116,4.32192809488736,12.4817994316658,1,8.65105169117893,4.4594316186373,7.5077946401987,3.32192809488736,8.06608919045777,3.58496250072116,4,1,12.9804966361835,2,7.90689059560852,1,1,5.16992500144231,4.32192809488736,7.22881869049588,3.58496250072116,2.58496250072116,11.6008421143873,9.61102479730735,10.0687782779854,1,10.9307373375629,4.16992500144231,1,8.28540221886225,10.2992080183873,1,1,2,1,1,10.0443941193585,3.58496250072116,10.4998458870832,2,1,4.58496250072116,14.166320025267,7.76818432477693,6.75488750216347,1,5.08746284125034,6.28540221886225,9.55842071326866,1,6.83289001416474,1,10.4958550268872,4.4594316186373,2,8.14974711950468,1,6,1,4.16992500144231,12.5038257379958,8.67948009950545,5.52356195605701,2,11.4470832262097,12.334831928118,5.8073549220576,1,1,8.57742882803575,9,11.4460494067166,1,7.33985000288462,5.24792751344359,6.85798099512757,2.58496250072116,11.4604558963096,1,12.2064039139738,7.94251450533924,8.03342300153745,10.5999128421871,1,4.58496250072116,2,1,1,2,8.90086680798075,6.16992500144231,1,4.16992500144231,1,2.58496250072116,"0"
"TCGA.66.2786.01A",14.3908406957667,14.103287808412,6.24792751344359,2,1,11.3772105303886,1,9.56605403817109,1,2,9.23840473932508,13.1526017440192,3,7.4262647547021,8.09803208296053,3.8073549220576,3.32192809488736,12.3542493819452,9.19475685442225,2,14.0028150156071,12.8427431807317,8.467605550083,14.4600718773976,4.32192809488736,9.40514146313634,10.9439799143437,5.90689059560852,4.58496250072116,13.0630579636235,6.4594316186373,11.780539767472,10.8501868376458,10.0927571409199,1,10.7380922596205,9.8703647195834,5.64385618977472,9.88569637333939,5,5.16992500144231,5.64385618977472,14.0380616201336,2,11.6147098441152,3.8073549220576,9.76487159073609,4.8073549220576,7.64385618977472,5.32192809488736,5.70043971814109,1,13.4757334309664,4.58496250072116,8.3037807481771,1,2,8.56985560833095,3.58496250072116,8.96578428466209,3.8073549220576,3.58496250072116,12.9854861991046,9.55458885167764,8.15987133677839,3.32192809488736,13.3205185246327,1,4,4,12.1344263202209,1,2.58496250072116,1,8.25738784269265,2,12.9347965921784,1,2,1,1,4,15.8308122717449,4.32192809488736,7.68650052718322,5.70043971814109,4.32192809488736,10.2167458581953,11.7168194613299,2.58496250072116,8.07681559705083,1,12.0402897210257,5.75488750216347,7.8703647195834,10.2854022188622,1,10.3128829552844,5.64385618977472,9.32192809488736,9.6724253419715,14.7794115802002,1,7.82017896241519,8.16992500144231,14.1842554954053,9.82972273508606,3,2,10.1649069266757,10.4635243732712,13.2752515434703,1,8.40087943628219,3.8073549220576,7.93073733756289,2.58496250072116,9.31741261376487,5.58496250072116,13.471675214392,7.85798099512757,3.58496250072116,14.8044335681155,3,12.4998458870832,3.8073549220576,3.58496250072116,1,9.14974711950468,10.4072677642447,11.2502984179063,1,4.4594316186373,4.16992500144231,7.53915881110803,"0"
"TCGA.52.7622.01A",13.512493573945,12.9751314569213,5.85798099512757,4.4594316186373,1,12.0654161346765,8.4093909361377,9.27612440527424,3,2.58496250072116,8.21916852046216,12.4573808790725,3.58496250072116,7.95419631038687,11.3049216695817,8.83920378809694,3.8073549220576,11.8185821774809,10.8486229404293,3,14.697076158819,14.1567151442247,8.37503943134692,14.8945335910788,2.58496250072116,8.90689059560852,5.85798099512757,11.1984450414524,12.7915699121269,14.0385761027688,9.32192809488736,9.68999797141945,12.0620461377205,10.7364019313183,1,11.9113919878435,11.0457596613827,4.58496250072116,12.6197614632984,7.68650052718322,6.20945336562895,6.6724253419715,14.2656150464845,3.8073549220576,9.32192809488736,5.95419631038687,8.83920378809694,4.90689059560852,4.32192809488736,5.16992500144231,9.33985000288462,1,13.3901689562002,3,7.3037807481771,2.58496250072116,2,10.0498485494506,5.24792751344359,8.25738784269265,5.39231742277876,2.58496250072116,13.2894425756883,8.67948009950545,9.0389189892923,6.04439411935845,11.5264992391366,2,2.58496250072116,5.64385618977472,13.0220209696464,1,3,5.32192809488736,7.78135971352466,1,11.7780771295354,3,5.16992500144231,1,1,3.58496250072116,15.6696601802386,6.97727992349992,7.96578428466209,4.16992500144231,7.32192809488736,10.9351650496037,7.59991284218713,3.32192809488736,8.45121111183233,1,11.2854022188622,7.82017896241519,8.53138146051631,8.17990909001493,1,10.4408691676109,1,8.5077946401987,13.4328028563519,15.428032964193,3,4.58496250072116,8.59245703726808,14.4663314220828,13.9893944998447,1,1,10.7108064336994,10.7108064336994,14.6831042734777,1,8.38370429247405,3.32192809488736,10.6653359171852,2.58496250072116,7,3,15.7745811808936,8.40087943628219,12.2419831496943,15.7453066714059,8.57742882803575,9.76155123244448,8.2667865406949,4.16992500144231,1,10.5038257379958,10.3966047811819,10.2215871212648,1,4.90689059560852,10.4998458870832,10.1996723448364,"0"
"TCGA.66.2744.01A",13.9971794809376,4,5.64385618977472,2,4.58496250072116,11.4501802471648,1,12.9487322398196,3,3.32192809488736,2,11.9181178510318,2,7.85798099512757,7.53915881110803,4.58496250072116,4.4594316186373,10.5622424242211,5.4594316186373,2,13.7431513941125,12.319107575825,9.2045711442492,14.9393955601816,2,10.1395513523988,5.95419631038687,9.56985560833095,11.5166849493096,12.3208005488816,4.32192809488736,6.78135971352466,11.5176693881338,7.71424551766612,1,5.85798099512757,10.3901689562002,5.24792751344359,13.0768155970508,1,6.64385618977472,5.70043971814109,14.0896159942281,1,10.581200581925,5.58496250072116,9.11894107272351,3,7.7279204545632,5.08746284125034,5.58496250072116,1,13.6286733640683,2.58496250072116,7.90689059560852,1,3.32192809488736,9.68299458368168,4,7.68650052718322,5,5,13.4933551214949,10.6510516911789,10.1189410727235,5.95419631038687,11.8788172846142,1,4.32192809488736,5.8073549220576,13.9726208620587,1,2,3.32192809488736,5.85798099512757,1,11.237209960755,1,2.58496250072116,1,2.58496250072116,1,14.8806357879085,6.6724253419715,7.53915881110803,5,5,11.6474584264549,10.4408691676109,2,7.78135971352466,2,12.1529185761366,5.24792751344359,11.2167458581953,10.6492561775173,2,9.04439411935845,3.32192809488736,8.17990909001493,12.8249587405285,8.5077946401987,3.8073549220576,7.14974711950468,11.3717766443379,14.4424251933316,12.8906442836191,3,2.58496250072116,8.95419631038687,9.99435343685886,12.5053153561362,1,7.70043971814109,3.8073549220576,5.24792751344359,2,11.1699250014423,2.58496250072116,11.4655664048094,6.4594316186373,6.24792751344359,14.4898479604393,4.70043971814109,9.77478705960117,1,1,1,9.02236781302845,9.32192809488736,8.4594316186373,1,2,1,5.90689059560852,"0"
"TCGA.34.5234.01A",12.1667907507182,13.7889222039606,5.32192809488736,2,1,7.7279204545632,7.4093909361377,10.7313190310251,2,3,11.9461752407236,12.4257404243162,3.32192809488736,5.32192809488736,9.78463484555752,5.39231742277876,7.02236781302845,12.5933911227917,11.7270695580237,2.58496250072116,13.1922928144708,12.2173519052703,4.70043971814109,14.5177923957684,2,5.70043971814109,4.4594316186373,5.32192809488736,14.8505775472056,14.1083610989066,8.49984588708321,5.16992500144231,10.3750394313469,9.88874324889826,1,9.58871463558226,11.3106127816595,1,10.0140204703149,5.75488750216347,8.39231742277876,8.22881869049588,13.4767462039395,1,10.5622424242211,3,6.70043971814109,5.32192809488736,6.16992500144231,2.58496250072116,6.83289001416474,1,12.7657004876511,2,3.32192809488736,2,3.8073549220576,7.4093909361377,5.58496250072116,5.52356195605701,4.16992500144231,3,13.3523193548468,9.01122725542325,11.0402897210257,4.32192809488736,13.0844762374539,3,4.70043971814109,4,12.1953722074027,1,3,1,4.58496250072116,1,12.0320457269308,3,4.4594316186373,1,1,1,13.7780771295354,8.08746284125034,4.32192809488736,4.16992500144231,4.16992500144231,10.2167458581953,6.88264304936184,1,6.75488750216347,1,11.0154150523867,4.32192809488736,4.90689059560852,7.74146698640115,2.58496250072116,6.78135971352466,1,8.03342300153745,15.7461993795238,15.3555575742594,2,7.28540221886225,6.12928301694497,12.0640690803855,7.71424551766612,2.58496250072116,2,10.6257088430645,10.8328900141647,10.57931593758,1,8.07681559705083,4.16992500144231,12.2215871212648,3.8073549220576,7.84549005094437,1,12.7077904955288,7.37503943134692,11.1674181458317,13.0161118382205,3.32192809488736,8.27612440527424,2.58496250072116,1,1,9.44708322620965,9.01122725542325,9.83289001416474,1,3.58496250072116,11.4408691676109,6.12928301694497,"0"
"TCGA.85.6560.01A",8.78790255939143,4,3.8073549220576,1,4,13.0310119074377,3,6.7279204545632,2,2,2,10.1873520732005,3.8073549220576,8.48381577726426,5.32192809488736,3.32192809488736,6.12928301694497,10.3060616894283,8.62205181945638,6.28540221886225,10.7021726853655,14.095561855131,1,14.1554507313121,5.52356195605701,8.79441586635011,7.91886323727459,9.60733031374961,6.20945336562895,12.2638560195961,4.8073549220576,5.24792751344359,12.6406968375701,9.21916852046216,2,1,12.1867332891289,2,10.2877123795494,3,6.95419631038687,6,15.1309726853492,1,12.9218409370745,5.08746284125034,10.2667865406949,2.58496250072116,8.04439411935845,1,6.7279204545632,1,14.4598158079896,5.58496250072116,2,7.89481776330794,1,8.27612440527424,1,3.32192809488736,6.4594316186373,4.8073549220576,13.0660891904578,9.61470984411521,5.58496250072116,3,6.85798099512757,2.58496250072116,1,8.76818432477693,12.5698556083309,4.4594316186373,1,2.58496250072116,5.52356195605701,3.58496250072116,11.3387363825739,1,1,1,1,1,13.6991386252759,6.58496250072116,7.58496250072116,11.963618617444,6.95419631038687,10.4696418172395,6.35755200461808,1,6.88264304936184,10.4978518369511,12.1548181090521,2,10.2992080183873,6.75488750216347,1,7.20945336562895,3.58496250072116,4.16992500144231,10.3014961949825,4.32192809488736,1,11.2155329997457,9.4797802640291,16.2317086980481,13.1036156563945,2,4.4594316186373,6.04439411935845,11.6510516911789,14.1837904349465,1,2,1,9.87958324961278,2,8.59991284218713,2.58496250072116,13.9572834555884,6.16992500144231,8.15987133677839,12.9936460600166,2,10.3728650601126,5.32192809488736,1,1,4,12.8025163651212,8.23840473932508,1,2,2,8.38370429247405,"0"
"TCGA.85.7710.11A",7.75488750216347,5.85798099512757,3,1,1,7.95419631038687,1,4.58496250072116,1,1,4.16992500144231,11.1019756709492,4,7.08746284125034,7.28540221886225,6.55458885167764,1,5.75488750216347,3,2.58496250072116,15.6248525595053,12.5745935273376,2,16.0043082615436,2,6.58496250072116,7.4757334309664,5.75488750216347,6.20945336562895,15.6968588854691,5.95419631038687,5.85798099512757,12.4737057496194,9.81698362325538,1,2,12.3847837500934,1,7.02236781302845,2,3.32192809488736,7.89481776330794,13.6508273741388,1,8.4178525148859,3,6.90689059560852,5.52356195605701,3.58496250072116,2,6.58496250072116,1,12.5641494899857,2.58496250072116,4.16992500144231,2,1,12.5112584955023,4.70043971814109,5.24792751344359,7.4262647547021,1,15.3416578045122,9.19967234483636,7.85798099512757,1,6.20945336562895,1,2.58496250072116,1,10.2094533656289,1,2,2.58496250072116,2.58496250072116,1,13.5048189876328,1,1,1,2,2.58496250072116,15.769372982971,8.59245703726808,2,2.58496250072116,4.32192809488736,11.0901124196643,6.85798099512757,1,5.52356195605701,2,9.43045255166553,2,5.95419631038687,7.53915881110803,1,13.3828941688921,1,11.3717766443379,7.10852445677817,6.75488750216347,1,4.32192809488736,7.65821148275179,13.6304946615056,9.67948009950545,1,1,4.70043971814109,9.10852445677817,10.9571020415623,1,3.58496250072116,3.32192809488736,6.24792751344359,2,6.24792751344359,1,12.5367328898354,7.89481776330794,5.4594316186373,16.2534412636583,2.58496250072116,7.61470984411521,2.58496250072116,1,1,11.8749813476538,8.18982455888002,9.86418614465428,1,1,4.70043971814109,3.58496250072116,"0"
"TCGA.60.2710.01A",14.2755425560867,11.8986013874039,4.90689059560852,2,1,13.3114645154484,6.83289001416474,6.8073549220576,4.16992500144231,4.16992500144231,8.5077946401987,11.7788984760084,3,10.3219280948874,11.8548683832602,6.16992500144231,3.58496250072116,13.9414144709429,6.55458885167764,1,13.7782825099957,14.3847837500934,8.02236781302845,13.1487943214243,2.58496250072116,10.9886846867722,6.16992500144231,7.28540221886225,12.9794251953315,13.0423433797937,7.76818432477693,11.9527412471865,12.3586512008929,10.8517490414161,2,9.83920378809694,10.0498485494506,5.64385618977472,10.9643408677924,4.58496250072116,6.16992500144231,5.95419631038687,13.7644569636199,4.16992500144231,9.63299519714296,6.20945336562895,7.94251450533924,4.16992500144231,8.69348695749932,2,9.04984854945056,1,13.1065629404449,2,8.05528243550119,1,1,7.62935662007961,3.32192809488736,7.8073549220576,5.24792751344359,2,12.6952282914958,9.36194377373524,9.37503943134693,4.58496250072116,12.1836353814732,1,4.32192809488736,3.32192809488736,13.2470374187886,2,1,2.58496250072116,10.6917435191713,1,11.581200581925,2,4.32192809488736,1,3,3,14.519021895622,7.4093909361377,7.94251450533924,7.32192809488736,7.44294349584873,10.8933015308606,9.2045711442492,2,8.07681559705083,2.58496250072116,11.6555307231556,5.08746284125034,9.96578428466209,8.29462074889163,1,7.4093909361377,3.32192809488736,7.14974711950468,13.211888294546,16.058879600166,3.58496250072116,4.58496250072116,9.14465824283188,14.0360018529199,11.9679467058127,3.8073549220576,3.32192809488736,11.871135184243,10.91288933623,12.5555477716471,1,5.52356195605701,4.16992500144231,11.6812384117778,1,7.89481776330794,2.58496250072116,16.0157634873699,5.58496250072116,12.3966047811819,15.0741414627525,2,8.02236781302845,3.8073549220576,4,2.58496250072116,8.49984588708321,10.4898479604393,10.1421070573025,1,3.8073549220576,9.56985560833095,7.93073733756289,"0"
"TCGA.98.A539.01A",14.515576652096,9.40087943628218,5.75488750216347,3.32192809488736,7.4757334309664,6.64385618977472,1,8.85798099512757,3.32192809488736,3.8073549220576,6.90689059560852,13.2735042339622,8.05528243550119,4,10.0416591516372,7.10852445677817,4,12.1830150008828,8.05528243550119,1,12.4019461239765,13.0677704574478,6.55458885167764,14.4902241357596,6.61470984411521,9.96578428466209,4.4594316186373,8.76818432477693,12.5788443915582,12.192909219112,8.97154355395077,7.59991284218713,10.5584207132687,9.61838550225861,1,10.3815429511846,10.5430318202552,4.8073549220576,13.5624809453493,2,8.56224242422107,5,14.1062357616157,3.8073549220576,9.77478705960117,6,9.57364718749332,3.32192809488736,3.8073549220576,6.20945336562895,6.88264304936184,1,13.158294103604,2,7.64385618977472,1,3.32192809488736,8.33091687811462,4,7.32192809488736,5.8073549220576,2,12.0701209444768,6.4594316186373,5.52356195605701,3,12.4548133485125,2.58496250072116,3.32192809488736,8.92481250360578,12.8753654006418,1,1,2,5.52356195605701,4.58496250072116,10.243173983473,2,11.2288186904959,1,2.58496250072116,1,13.1601865766007,5.24792751344359,7.8073549220576,2,5.52356195605701,10.539158811108,10.3128829552844,3,8.44294349584873,1,12.3509391815464,4,3.32192809488736,6.35755200461808,5.08746284125034,8.88264304936184,1,6.70043971814109,14.5748300153376,15.182704710519,1,7.24792751344359,7.06608919045777,14.7064960180612,5.90689059560852,5.8073549220576,2,8.64385618977472,10.0552824355012,12.5033288566267,1,8.40087943628219,1,7.84549005094437,2.58496250072116,7.71424551766612,4.32192809488736,14.4815471902033,9.91587937883577,10.6073303137496,13.4888443464573,2,10.6202198255075,6.6724253419715,2,2,6.90689059560852,10.1421070573025,8.28540221886225,1,5.08746284125034,5.75488750216347,4.58496250072116,"0"
"TCGA.39.5035.01A",13.0993478104032,14.5387951828664,6.12928301694497,4,2,9.35314682549808,1,11.5593770905267,4.4594316186373,1,3.8073549220576,11.0056245491939,1,4.32192809488736,9.56605403817109,4.16992500144231,2.58496250072116,12.9804966361835,9.68299458368168,5.75488750216347,11.5980525001616,12.7202442582876,7.55458885167764,13.1506992887445,3.32192809488736,7.4093909361377,9.16992500144231,11.311748315005,11.9166259222112,10.8978454560055,3,8.12928301694497,11.2395985292491,8.36632221424582,2,6.24792751344359,9.51963625284321,6.64385618977472,6.39231742277876,4,6.04439411935845,4.8073549220576,12.9218409370745,1,9.13442632022093,3.58496250072116,7.74146698640115,1,3,2,3.58496250072116,1,12.590587049915,2,8.17990909001493,1,1,6.75488750216347,2.58496250072116,7.18982455888002,3,3.32192809488736,10.612868497291,5.90689059560852,9.14974711950468,7.02236781302845,10.9715435539508,1,3.32192809488736,3.32192809488736,12.9008668079807,1,1,2.58496250072116,2.58496250072116,7.22881869049588,9.66888498426625,2.58496250072116,6.08746284125034,1,1,2.58496250072116,11.6393407086522,5.16992500144231,1,1,6.35755200461808,8.78135971352466,6.28540221886225,2,3.58496250072116,1,12.0175044011094,3,3,7.12928301694497,1,7.04439411935845,7.4262647547021,6.64385618977472,14.1419474583156,10.0660891904578,3.32192809488736,1,6,13.5600939576425,5.90689059560852,3,1,8.97154355395077,9.94544383637791,11.237209960755,1,3.32192809488736,7.95419631038687,7.7279204545632,2,7.85798099512757,2,13.1225044843139,6.4594316186373,8.4757334309664,12.1811522568656,1,12.7021726853655,2,1,1,6.08746284125034,8.31288295528435,12.9469062744564,1,3.32192809488736,6.6724253419715,1,"0"
"TCGA.98.A53C.01A",9.5274770060604,3,3.32192809488736,2.58496250072116,1,8.59245703726808,1,5.95419631038687,1,1,3.58496250072116,11.8501868376458,3.32192809488736,6.16992500144231,6,7.61470984411521,3.8073549220576,7.10852445677817,4.16992500144231,1,15.0179393014958,12.9181178510318,5.24792751344359,16.1662807912123,1,7.14974711950468,5,6.04439411935845,7.55458885167764,15.9826816936139,5.08746284125034,6.6724253419715,11.7287708495427,9.94836723158468,2.58496250072116,3,12.5877775163282,1,11.1497471195047,2,4.58496250072116,7.4594316186373,13.4951055100078,2,9.49984588708321,3.32192809488736,7.39231742277876,6.83289001416474,4.70043971814109,3.58496250072116,6.12928301694497,1,12.9031286768123,1,3,4.32192809488736,1,12.0056245491939,6.28540221886225,5.70043971814109,7.24792751344359,2.58496250072116,14.2354159356025,9.71080643369935,8.39231742277876,3,5.8073549220576,1,1,5.85798099512757,10.7004397181411,2.58496250072116,3.32192809488736,2,7.18982455888002,1,12.7883105037009,1,9.49185309632967,1,3.58496250072116,1,16.3240047004109,9.64024493622235,5.70043971814109,1,3.8073549220576,10.1774195379892,7.33985000288462,1,4.8073549220576,1,9.82336724004623,2,8.01122725542325,8.53915881110803,2,13.4157417682901,3,11.2679570844028,10.3487281542311,10.4008794362822,1,4.70043971814109,7.32192809488736,13.5964227307175,7.6724253419715,2,3,7.06608919045777,8.53138146051631,14.5579422867874,1,4.4594316186373,3,6.28540221886225,2,8.43462822763673,2,12.3874788658424,7.10852445677817,6.28540221886225,16.2600374211066,4.8073549220576,7,1,1,2.58496250072116,10.4450148458684,7.5077946401987,9.85798099512757,1,3.58496250072116,2.58496250072116,4.90689059560852,"0"
"TCGA.66.2754.01A",6.4594316186373,4,5.64385618977472,1,1,12.6059424396254,1,6.97727992349992,1,3,3,10.2620948453702,3.8073549220576,3,6,4.32192809488736,1,12.0667619323869,8.83289001416474,1,10.3465137331656,12.9080172610628,7.95419631038687,11.2143191208008,2,6.24792751344359,10.0633950812885,6.78135971352466,3,9.42206476617281,6.08746284125034,8.74146698640115,12.0154150523867,8.4178525148859,4.8073549220576,2,10.3083390301394,5.16992500144231,13.18146288127,3,3.32192809488736,6.04439411935845,13.9001120629775,6.90689059560852,6.12928301694497,6.88264304936184,7.94251450533924,3.8073549220576,5.58496250072116,7.68650052718322,6.95419631038687,1,13.1538686552232,2.58496250072116,8.85174904141606,8.4093909361377,1,6.32192809488736,5.24792751344359,6.58496250072116,2.58496250072116,4.4594316186373,11.5708044377245,7.24792751344359,3.58496250072116,2,7.12928301694497,1,4.90689059560852,8.99435343685886,13.664447284548,1,3,1,10.1774195379892,6.12928301694497,9.25266543245025,1,11.8313072438021,1,1,5,10.7731392067197,13.0904432750816,6.90689059560852,2,12.5731737846865,9.02236781302845,8.37503943134692,1,7.65821148275179,9.11374216604919,14.7273887030401,6.83289001416474,10.8517490414161,7.35755200461808,1,7.32192809488736,1,8.15987133677839,7.2667865406949,5.70043971814109,1,14.3880172853451,10.5255208090951,12.8579809951276,7.06608919045777,3.32192809488736,3,9.61102479730735,11.9686667931952,12.3831642606351,3.58496250072116,2,1,7.3037807481771,6.16992500144231,5.32192809488736,8.73470962022584,12.871135184243,13.4369717450491,2.58496250072116,13.1237980912519,5.52356195605701,14.9355334129507,1,4.32192809488736,4.16992500144231,6.52356195605701,10.1522848423066,8.29462074889163,7.58496250072116,1,12.7427304765192,2.58496250072116,"0"
"TCGA.85.A510.01A",5.58496250072116,2.58496250072116,4.32192809488736,1,1,10.8872206154684,1,4.32192809488736,1,3.32192809488736,1,9.24317398347295,3,2,5.52356195605701,3,1,8.40087943628219,3.58496250072116,6.78135971352466,11.8336807486547,13.2206806210522,5.4594316186373,11.8305152069768,1,5.75488750216347,5.4594316186373,2,4,12.2911706993219,3,10.4512111118323,11.0402897210257,8.55458885167764,5.4594316186373,1,10.7279204545632,1,11.1560830762887,2,3.58496250072116,3.8073549220576,13.2517782570359,3.58496250072116,7.59991284218713,6.64385618977472,9.37937836707126,2,5.24792751344359,7.7279204545632,6.4262647547021,1,11.9505558970475,2,2.58496250072116,4.4594316186373,1,8.02236781302845,5.95419631038687,8.03342300153745,7.70043971814109,3.58496250072116,10.1059085085712,9.60733031374961,6.7279204545632,1,8.52356195605701,1,5.08746284125034,8.76818432477693,11.5603328342124,1,2,1,5.58496250072116,1,9.79766152585376,1,3,1,2,5.64385618977472,13.2200759709843,8.4093909361377,9.19967234483636,9.04984854945056,6.85798099512757,9.79766152585376,7.56985560833095,1,9.68650052718322,10.9498267107591,9.49185309632967,1,9.43462822763673,4.58496250072116,1,7.16992500144231,4,6.85798099512757,6.28540221886225,4.8073549220576,1,4.32192809488736,9.01680828768655,13.7313190310251,8.55458885167764,2.58496250072116,4.16992500144231,7.10852445677817,10.8672787397097,14.2673719312653,1,2,3,8.83920378809694,3.32192809488736,6.70043971814109,5.58496250072116,12.2992080183873,5.85798099512757,3.8073549220576,12.7008731551403,7.65821148275179,12.9939997917925,3,1,3,7.8073549220576,9.63299519714296,8.4594316186373,1,1,15.4088604360248,2.58496250072116,"0"
"TCGA.63.6202.01A",10.1699250014423,7.55458885167764,2,2.58496250072116,1,9.51175265376738,1,11.3685064615077,2,1,2,13.0778171208959,3.58496250072116,5.75488750216347,1,4.16992500144231,1,11.9038818457362,9.5352753766208,2,11.5943246039248,12.4853261892405,2,12.5082899861403,1,6.08746284125034,5.08746284125034,2,10.9454438363779,10.0552824355012,1,6.08746284125034,11.1382718001722,8.25738784269265,1,1,11.3793783670713,1,8.94836723158468,2.58496250072116,5.16992500144231,5.85798099512757,13.5945578798637,1,8.74819284958946,1,7.24792751344359,4.58496250072116,3.8073549220576,2,4.16992500144231,1,13.4359306517036,2.58496250072116,2,1,2,7.68650052718322,3,3,6.39231742277876,2,14.1879705919842,7.3037807481771,3.8073549220576,1,16.4180172869821,2,5.08746284125034,1,12.2360141919001,1,1,2.58496250072116,2,1,12.3387363825739,1,2.58496250072116,1,1,2,15.886125229233,5.64385618977472,2.58496250072116,6.24792751344359,6.28540221886225,11.0525680508042,7.02236781302845,1,3.32192809488736,1,11.3320365483617,1,3,6.8073549220576,1,6.16992500144231,1,7.55458885167764,12.5750664645787,5.70043971814109,1,4.58496250072116,9.05528243550119,14.5500252574658,8.29462074889163,2,2,6,10.1267044728432,10.958552715431,1,1,1,7.64385618977472,6.08746284125034,6.8073549220576,2,11.3342732853072,6.93073733756289,4.4594316186373,14.7900429812655,7.59991284218713,9.34872815423108,1,1,1,7.12928301694497,10,9.70043971814109,1,2,1,2,"0"
"TCGA.43.5670.11A",10.5641494899857,7.22881869049588,1,1,1,7.37503943134692,3,6.32192809488736,2.58496250072116,1,7.04439411935845,11.9344280406268,1,8.05528243550119,9.14465824283188,8.45121111183233,3.8073549220576,9.88264304936184,4.8073549220576,4.58496250072116,15.2545119641767,12.6781599575428,3.8073549220576,17.2210961710217,2,7.4757334309664,5.95419631038687,1,4.4594316186373,16.096509275781,5.52356195605701,9.56224242422107,12.7393587074334,11.0781508077346,1,4,12.9740560226256,1,8.74819284958946,1,2.58496250072116,9.29001884693262,13.6849677251439,1,9.74819284958946,2,7.52356195605701,6.24792751344359,3.32192809488736,5.95419631038687,5.70043971814109,1,12.9155059622319,2,3.58496250072116,1,1,13.7513348364013,2.58496250072116,5.85798099512757,9.67595703294175,2.58496250072116,16.460263899631,9.14465824283188,11.5755392468345,2.58496250072116,7.88264304936184,1,2,2,9.73131903102506,1,2,1,1,1,15.3892952269088,1,1,4.8073549220576,1,1,17.0091944128212,6.58496250072116,3.32192809488736,4,4.4594316186373,13.6821167649501,6.64385618977472,1,3.32192809488736,1,9.60362634498619,2.58496250072116,8.33985000288462,6.52356195605701,1,13.6388883822523,1,11.8097681287104,8.23840473932508,13.1446582428319,1,5.90689059560852,7,13.9287034191934,6.83289001416474,1,1,8.64385618977472,7.78135971352466,15.5488219084588,1,2.58496250072116,2.58496250072116,6.7279204545632,2.58496250072116,4.32192809488736,1,12.8332854355845,8.09803208296053,4.90689059560852,17.0565318797289,3.32192809488736,5.85798099512757,1,4.16992500144231,1,12.3009244909763,6.85798099512757,10.5584207132687,1,1,4.70043971814109,8.94251450533924,"0"
