"","SOX17","TMPRSS4","EGF","TMPRSS11D","PLPP4","HMGB3P6","PSMD10P2","GSDMC","CD5L","RPTN","PLA2G1B","EIF4G1","LINC01994","GABRG2","CDT1","VIL1","FOXG1","IQANK1","GYPE","FANCI","VEPH1","PCAT6","CYCSP6","SP8","SLC9A2","LINC02163","DNASE2B","OR7E47P","HELLS","LINC02306","CHRDL1","RNF222","VCAN","LINC00668","PPFIA4","MAGEC2","PLUT","OR10Q1","MT1M","MIR205HG","LINC02830","KCNK2","CABP5","PLXNB3","PES1P1","LARGE2","C1orf158","OR8I2","AGRP","LINP1","CRB3P1","SALL4","CBLN2","CA6","IGF2BP3","UGT1A7","BPIFB2","OR7E36P","H2BC9","LINC02555","CSTL1","NLGN1","AK4P3","FAM25A","NAA11","CNTNAP4","PCNPP3","GCGR","LINC00640","C8B","PRSS56","DCAF8L1","LINC00940","KRT75","ONECUT3","NDNF","LINC00887","KRT17P1","LINC01412","PARPBP","CT55","BMP7","SPRR2B","UCN2","SBSN","CD93","KRTDAP","SPRR4","LY6G6C","C4BPA","SKA1","HROB","COL17A1","TFAP2A","FAM83A","GPM6A","SFTPA1","LDB2","AQP4","ISM2","HJURP","CEP55","ATF7IP","EWSAT1","DMRT1","CCDC121P1","LINC01956","FGF4","NRSN1","KCNV1","GNG4","OTOP2","SLC6A5","LINC01639","GKN2","CENPI","DSEL","PRORY","RPL26P13","KLK12","DMRT3","COL9A3","JPH3","AQP1","SCUBE1","ACP7","ASCL4","status"
"TCGA.66.2759.01A",5.90689059560852,15.5405518709337,8.32192809488736,13.8624436422123,7.94251450533924,2,8.04439411935845,9.37068740680722,3,7.28540221886225,2.58496250072116,16.9414603224594,4.32192809488736,6.35755200461808,11.5612879451648,3.32192809488736,1,12.1984450414524,4.32192809488736,13.0467829703564,7.52356195605701,10.3487281542311,8.57742882803575,4.4594316186373,8.21916852046216,5.58496250072116,4.90689059560852,7.37503943134692,11.3431857154479,1,8.23840473932508,4,13.7178905839873,10.3398500028846,11.0927571409199,4.58496250072116,1,1,7.20945336562895,15.171802288683,1,7.75488750216347,1,11.3049216695817,6.32192809488736,11.7125270004398,2,1,2,3.8073549220576,1,7.75488750216347,4.4594316186373,1,12.5641494899857,6.35755200461808,1,1,8.81378119121704,4.4594316186373,1,8.60733031374961,3,3.58496250072116,3.32192809488736,2.58496250072116,2,2.58496250072116,7.16992500144231,1,1,3.58496250072116,1,8.75488750216347,4.32192809488736,7.8073549220576,6.16992500144231,5,3,11.468624042918,1,13.3605727814807,6.78135971352466,8.53915881110803,11.5896511465148,12.4014128787142,8.17990909001493,7.12928301694497,6.8073549220576,6.93073733756289,11.9233274854192,10.6635581042173,15.0472091349655,12.4314976042581,11.6193029554157,3.8073549220576,13.382083590142,9.5077946401987,7.4093909361377,9.43879185257826,12.6110247973074,12.7561392983729,13.007027266894,4.70043971814109,5.52356195605701,1,5,1,1,1,8.78790255939143,6.16992500144231,3,1,1,11.2191685204622,6.7279204545632,1,5.08746284125034,2,7,6.58496250072116,4.32192809488736,11.4262647547021,5.32192809488736,8.45121111183233,2,"0"
"TCGA.77.7139.01A",7.04439411935845,14.617008227652,7.94251450533924,8.75488750216347,6.90689059560852,4,5.16992500144231,7.85798099512757,3.8073549220576,13.3003525603282,1,16.7284254370353,4.58496250072116,1,12.120237877342,11.6073303137496,1,14.6715410667119,4.32192809488736,13.2761244052742,3,8.83289001416474,8.15987133677839,2,13.8233672400462,6.35755200461808,4.70043971814109,5.4594316186373,12.8229690904533,2.58496250072116,8.49185309632967,6.88264304936184,13.6015386759398,9.1548181090521,7.2667865406949,5.52356195605701,1,1,5.52356195605701,14.0838117072529,5.39231742277876,7.89481776330794,1,9.59245703726808,2,12.8181827049486,2,1,3.58496250072116,2,1,4.8073549220576,3.32192809488736,8.17990909001493,12.3971398062356,13.9915218460757,2,1,9.57364718749332,2.58496250072116,5.24792751344359,5.16992500144231,1,9.14465824283188,2.58496250072116,1,2,10.9351650496037,5.16992500144231,3,3,1,1,6.4262647547021,10.8328900141647,5.70043971814109,5.08746284125034,6.64385618977472,2,11.7573900093666,1,9.12412131182919,9.62570884306447,6.88264304936184,13.5915223465707,12.2928967554092,9.34429590791582,5.08746284125034,9.75488750216347,3.32192809488736,11.5717526435035,10.6969675262343,14.7332272178516,12.8269456504155,10.7698378436294,2,6.4262647547021,9.97154355395077,3.32192809488736,10.1189410727235,13.2749604721406,13.5750664645787,13.838613044197,3.32192809488736,9.69696752623429,2,6.58496250072116,1,3,4.58496250072116,8.90086680798075,9.80413102118332,3.32192809488736,1,1,9.93663793900257,9.08746284125034,1,4.4594316186373,11.1421070573025,11.0320457269308,9.36632221424582,4.32192809488736,13.182704710519,4.90689059560852,11.7797193551434,4.16992500144231,"0"
"TCGA.56.A4ZK.01A",6.32192809488736,14.4317587491662,6.39231742277876,12.4537850554962,6.20945336562895,4.16992500144231,5.75488750216347,12.8849336479498,4,9.78135971352466,1,16.7012523057229,4.90689059560852,1,12.1699250014423,2.58496250072116,1,14.2288186904959,3.8073549220576,13.5203731363397,3.32192809488736,9.04439411935845,7.59991284218713,2.58496250072116,9.91587937883577,6.04439411935845,6.32192809488736,6.55458885167764,12.0014081943928,1,8.03342300153745,6,12.7936033092794,7.39231742277876,11.3901689562002,1,1,1,8.22881869049588,13.667111542075,2.58496250072116,6.39231742277876,2,11.9722618487333,1,12.4548133485125,5.75488750216347,1,3.58496250072116,4,1,9.26209484537018,1,4.16992500144231,12.8649599151426,13.0133226734254,3,1,7.44294349584873,2.58496250072116,3.8073549220576,6,3,5.16992500144231,1,3.58496250072116,2,9.02790599656988,7.61470984411521,3.32192809488736,2,2,2,7.59991284218713,6.61470984411521,7.59991284218713,5.64385618977472,5.75488750216347,1,10.0660891904578,2.58496250072116,14.6965329140783,5.24792751344359,9.04984854945056,13.4782640315817,11.5933911227917,12.7780771295354,5.75488750216347,11.0402897210257,4.16992500144231,9.18982455888002,10.3060616894283,13.0112272554233,12.2221911384563,10.8780509127285,4.16992500144231,8.33091687811462,9.04984854945056,5.4594316186373,7.88264304936184,10.7347096202258,10.9454438363779,12.8388099857086,5.39231742277876,7.3037807481771,1,4.70043971814109,1,1,1,9.72109918870719,7.37503943134692,4.16992500144231,3.32192809488736,1,9.73131903102506,6.88264304936184,1,3.8073549220576,8.01122725542325,11.6293566200796,9.91288933622996,4.32192809488736,11.8795832496128,6.88264304936184,9.59245703726808,3.8073549220576,"0"
"TCGA.77.8156.01A",6.83289001416474,12.6640027628865,9.45121111183233,7.98868468677217,7.90689059560852,3,5.85798099512757,9.29920801838728,1,5.8073549220576,3.8073549220576,16.4970097697157,3.58496250072116,1,11.3923174227788,6.4594316186373,4,11.4040771362412,4,12.2155329997457,7.95419631038687,8.4093909361377,7.08746284125034,8.16992500144231,10.6036263449862,4.90689059560852,6.6724253419715,7.94251450533924,10.9083926207737,1,8.53915881110803,3.58496250072116,14.7254727730894,10.2191685204622,9.49185309632967,8.7279204545632,1,1,6.52356195605701,12.9454438363779,1,9.50382573799575,1,9.94836723158468,1,11.7279204545632,3.58496250072116,1,3,3.8073549220576,1,7.14974711950468,2,3.58496250072116,10.9971794809376,11.2057932493972,4.32192809488736,2,5.08746284125034,3.32192809488736,1,10.4878400338231,4,2,10.2900188469326,2,1,6.6724253419715,5.70043971814109,1,1,4,1,7.4757334309664,2,7.5077946401987,4.32192809488736,4,3,9.25266543245025,6.39231742277876,12.8745971924016,3,7.08746284125034,6.28540221886225,12.078817949962,6.04439411935845,2.58496250072116,5.95419631038687,6.49185309632967,10.9143851321554,9.59991284218713,11.6653359171852,11.9173720794768,5.70043971814109,3.8073549220576,6,9.61838550225861,5,7.39231742277876,10.8423503434138,11.6591039634737,12.4933551214949,6.88264304936184,5.32192809488736,2,3.32192809488736,1,4.58496250072116,5.75488750216347,7.65821148275179,5.70043971814109,1,4.16992500144231,2,9.96578428466209,7.61470984411521,1,3.32192809488736,5.75488750216347,7.70043971814109,10.0687782779854,3.32192809488736,11.7481928495895,7.12928301694497,7.89481776330794,3.32192809488736,"0"
"TCGA.37.4133.01A",6.20945336562895,14.2535520626375,9.23840473932508,6.4594316186373,7.39231742277876,4,6.55458885167764,12.4109812670438,2.58496250072116,2,3.32192809488736,14.8414660681542,3,1,11.129283016945,2.58496250072116,1,12.9925843440058,5.24792751344359,11.8841705191084,6.78135971352466,9.21431912080077,2.58496250072116,1,10.1111356702347,7.79441586635011,4.16992500144231,7.88264304936184,10.902375114486,5.64385618977472,9.79441586635011,1,13.1560830762887,8.88264304936184,8.23840473932508,1,2,1,7,16.0266531132598,4.16992500144231,6.39231742277876,1,8.93073733756289,1,11.8610869059954,3.58496250072116,1,3,7.8073549220576,1,6.78135971352466,2.58496250072116,1,7.32192809488736,11.6555307231556,2,2,4.32192809488736,3.32192809488736,3.58496250072116,6.97727992349992,2.58496250072116,1,2,1,2.58496250072116,1,8.4178525148859,1,6.70043971814109,1,1,2.58496250072116,1,8.82017896241519,6.24792751344359,2,2.58496250072116,11.7090838125503,2,8.8703647195834,3.8073549220576,3.32192809488736,3.32192809488736,10.7465143211385,4.4594316186373,4.4594316186373,4.70043971814109,10.9336906549522,10.729620743553,10.3174126137649,11.9270371687203,11.5352753766208,9.21916852046216,5.64385618977472,13.6821167649501,9.38801728534514,11.5459297690855,4.58496250072116,11.468624042918,12.357002092265,12.5352753766208,5.39231742277876,5.95419631038687,1,3,1,3.58496250072116,5,10.2384047393251,5.64385618977472,2.58496250072116,1,7.14974711950468,10.0334230015375,6.55458885167764,1,6,4.32192809488736,8.20945336562895,7.88264304936184,4.32192809488736,12.4943556035328,5.08746284125034,8.6582114827518,2,"0"
"TCGA.98.A53I.01A",7.97727992349992,14.7762273885073,10.2714630279044,7.24792751344359,7,2.58496250072116,5.70043971814109,11.2227949028681,3.32192809488736,7.62935662007961,3,16.2096818148719,2,1,11.5774288280357,2,6.90689059560852,12.5362472156881,5.16992500144231,13.1557669384457,4,8.4594316186373,9.07146236255662,6.24792751344359,12.4460494067166,6.85798099512757,4.8073549220576,5.70043971814109,11.6266216523584,1,8.74146698640115,5.75488750216347,13.5169311219987,7.55458885167764,10.8281364841941,1,1,1,4.32192809488736,12.5161924778794,1,8.34872815423108,1,12.297489501161,1,12.1630206395808,1,1,4.16992500144231,8.34872815423108,1,9.21431912080077,6,5,11.292321632802,10.4178525148859,2.58496250072116,1,6.88264304936184,1,5.95419631038687,5.52356195605701,2.58496250072116,4.90689059560852,1,2.58496250072116,2,6.12928301694497,6.58496250072116,1,4.16992500144231,1,1,5.58496250072116,11.2714630279044,5.52356195605701,2,4.16992500144231,2.58496250072116,10.8057438721516,1,14.1437020768579,7.98868468677217,5,10.467605550083,12.9173720794768,8.54689445988764,6.49185309632967,9.44708322620965,3.32192809488736,11.1774195379892,10.7829982089204,10.1006623390052,11.3037807481771,8.4594316186373,5,3,10.2992080183873,3,5.85798099512757,12.8792003179474,12.6851867965953,13.6302671250268,8.72109918870719,5.32192809488736,1,6.35755200461808,1,3.8073549220576,5.16992500144231,11.0714623625566,4.32192809488736,3.58496250072116,1,1,9.96289600533726,8.63662462054365,1,4.70043971814109,6.20945336562895,7.79441586635011,6.95419631038687,6.04439411935845,13.3080545590666,5.08746284125034,11.6715410667119,2,"0"
"TCGA.21.1072.01A",7.49185309632967,15.3302866815182,8.7279204545632,9.82972273508606,8.94836723158468,3,6.4262647547021,13.0771495155897,1,5,2,16.4947618512591,3.8073549220576,8.7279204545632,11.3454052467178,4.16992500144231,1,12.6816776552097,4.32192809488736,13.9445290591988,6.55458885167764,8.67948009950545,4.58496250072116,6.12928301694497,9.83605035505807,6.4262647547021,2,5.52356195605701,11.8811139606751,1,6.7279204545632,3,13.7980667203631,5.4594316186373,10.1873520732005,3.32192809488736,1,1,3.32192809488736,13.8374308302213,3.8073549220576,11.0566377151132,1,10.6110247973074,1,11.496853777388,1,1,2.58496250072116,8.18982455888002,1,7.35755200461808,7.24792751344359,1,12.2045711442492,15.0688622312597,6.88264304936184,1,7.3037807481771,2.58496250072116,1,10.813781191217,3.8073549220576,3.58496250072116,2,1,4.32192809488736,3.32192809488736,6,1,4,1,1,8.40087943628219,6.4594316186373,5.70043971814109,4.58496250072116,5.24792751344359,1,10.981567281903,1,13.6031626795344,6,9.73470962022584,7.37503943134692,12.6856248397264,6.4594316186373,4,5.75488750216347,5.39231742277876,10.8595347863827,10.8993569229231,16.4206510843698,12.4067364826917,10.6917435191713,4.70043971814109,7.90689059560852,10.2761244052742,3.32192809488736,7.39231742277876,12.7351328841399,12.9869086246977,13.7698378436294,7.28540221886225,6.83289001416474,1,2,1,1,6.08746284125034,12.3939266756404,6.52356195605701,1,2,1,10.9901039638575,10.9758479680068,1,4.16992500144231,2,9.68999797141945,7.85798099512757,10.5545888516776,12.3066313617125,5.58496250072116,8.08746284125034,5.8073549220576,"0"
"TCGA.34.8456.01A",6.20945336562895,15.3121739096904,8.70735913208088,10.3309168781146,4.90689059560852,2,5.24792751344359,9.6724253419715,2,1,4,15.8609414656968,4.32192809488736,1,11.9373738201921,6.7279204545632,3.8073549220576,12.518161355757,5.85798099512757,12.9657842846621,4.90689059560852,9.43462822763673,3,5.64385618977472,11.0361736125535,6.95419631038687,5.85798099512757,6.08746284125034,10.8313072438021,2,10.9143851321554,4.70043971814109,13.702822011777,10.0927571409199,10.3060616894283,2.58496250072116,2.58496250072116,1,6.58496250072116,11.5127404628035,6.35755200461808,9.64385618977473,1,11.0808175276083,1,12.2900188469326,1,1,3.8073549220576,6.7279204545632,1,6.75488750216347,2,4.70043971814109,11.9277779620823,11.631177055704,1,1,7.64385618977472,3,4.16992500144231,7.61470984411521,1,1,3.32192809488736,1,1,2,5.4594316186373,1,2,1,1,7.04439411935845,5.4594316186373,10.6899979714194,5.16992500144231,5.85798099512757,1,9.55074678538324,3.32192809488736,13.539643506238,1,7.58496250072116,11.0741414627525,11.9083926207737,9.15987133677839,4,7.75488750216347,7.97727992349992,10.0279059965699,10.7347096202258,14.6191883056726,12.1579784499454,6.97727992349992,3.58496250072116,12.4220647661728,9.90388184573618,8.04439411935845,7.12928301694497,10.4898479604393,10.2336196767597,12.9545598469998,4.4594316186373,5.16992500144231,2.58496250072116,4.32192809488736,1,2,3,7.93073733756289,6.08746284125034,3,5.24792751344359,2.58496250072116,10.3106127816595,9.57364718749332,1,4.16992500144231,5.58496250072116,9.57364718749332,4.16992500144231,4.58496250072116,12.6873756834375,5.95419631038687,12.2957689344205,2.58496250072116,"0"
"TCGA.94.A5I6.01A",5.16992500144231,14.0028150156071,9.43045255166553,8.5077946401987,8.27612440527424,4.4594316186373,4.4594316186373,11.6803595235137,2.58496250072116,6.08746284125034,1,16.7969268206165,2.58496250072116,8.96578428466209,12.0960562391809,5.75488750216347,1,13.4648009816554,4,13.4911014969165,5.64385618977472,10.5430318202552,4,5.58496250072116,9.93957921431469,7.3037807481771,4.32192809488736,6.04439411935845,11.6768386064742,3.32192809488736,5.95419631038687,4.70043971814109,13.4956052311908,10.0874628412503,11.9469062744564,1,2,1,5.8073549220576,12.5660540381711,5.39231742277876,8.56224242422107,1,12.4056733322819,1,13.2387032794277,1,1,4,6.28540221886225,1,7.53915881110803,4.58496250072116,4.16992500144231,11.1045987535644,14.0015841220853,1,2,7.4262647547021,1,2,7.88264304936184,1,5.8073549220576,2.58496250072116,4.32192809488736,1,4.32192809488736,4.70043971814109,3.32192809488736,5.32192809488736,1,2,5.85798099512757,7.55458885167764,7.53915881110803,6.93073733756289,7.06608919045777,1,10.467605550083,2.58496250072116,13.8883627411706,9.72451385311995,8.06608919045777,13.7498694273968,10.8564255286255,8.31288295528435,3.58496250072116,7.62935662007961,5.16992500144231,10.6969675262343,9.78790255939143,14.0143692422351,12.3145832442742,12.0042204663182,3,8.56985560833095,8.22881869049588,6.7279204545632,6,12.2076244682268,12.6564248632778,12.8225708309502,5.90689059560852,2,2,3,1,4.4594316186373,8.31288295528435,11.6257088430645,4.4594316186373,3.32192809488736,4.16992500144231,1,10.612868497291,10.4220647661728,3.58496250072116,5.4594316186373,7.22881869049588,8.66533591718518,6.97727992349992,6.49185309632967,10.0714623625566,4.58496250072116,11.429406741514,1,"0"
"TCGA.NC.A5HN.01A",6.04439411935845,15.2945489569461,8.70735913208088,9.82336724004623,5.90689059560852,4.16992500144231,2.58496250072116,12.4898479604393,2,3.58496250072116,1,16.7864993703855,6.24792751344359,1,11.2644426002266,6.04439411935845,1,13.3564519702218,3,12.9858419370033,5.39231742277876,9.8073549220576,9.10328780841202,4.70043971814109,5.58496250072116,6.16992500144231,2.58496250072116,3.32192809488736,12.3026389237876,1,3,5.32192809488736,11.5206186805563,11.3072008091408,10.7895336449704,3,1,2,3.32192809488736,14.7426252279296,3.32192809488736,6.85798099512757,1,12.1013191544233,1,12.1440208692669,1,1,2,5.4594316186373,1,7.33985000288462,4.58496250072116,2,11.9016211583461,13.2387032794277,1,1,8,1,3.32192809488736,3.8073549220576,1,7.22881869049588,9.83289001416474,3.58496250072116,1,9.04984854945056,8.82017896241519,2,1,1,1,11.9715435539508,9.73131903102506,3,5.24792751344359,9.88569637333939,1,10.5018371849023,2.58496250072116,12.2544381482673,3.32192809488736,8.72109918870719,13.9991191799953,12.0126245388651,11.0674343607565,7.06608919045777,10.283088353024,3.58496250072116,10.3037807481771,10.4387918525783,16.3757182508395,13.6579882762779,10.9425145053392,1,7.10852445677817,8.69348695749932,4,8.79441586635011,11.0443941193585,13.7385145324293,12.871135184243,1,2,1,2,1,1,4.70043971814109,6.6724253419715,8.91288933622996,1,2.58496250072116,1,10.3241805466187,6.6724253419715,1,4.70043971814109,4.90689059560852,3,8.74146698640115,5.24792751344359,11.5381889320524,5.95419631038687,10.7481928495895,1,"0"
"TCGA.94.8490.01A",5.64385618977472,15.7678740788976,7.83289001416474,13.8002932582234,8.27612440527424,2.58496250072116,6.39231742277876,13.3509391815464,1,10.6987046667703,2.58496250072116,16.9766759905918,5.4594316186373,2,11.7456743240021,4.8073549220576,1,13.7097300365436,2.58496250072116,12.6978363579624,4.70043971814109,9.09803208296053,5.24792751344359,4.16992500144231,11.1163439612375,5.64385618977472,1,3.32192809488736,11.5225815312548,2,4.58496250072116,7.59991284218713,11.2737955992143,11.4817994316658,9.68999797141945,1,1,2.58496250072116,7.71424551766612,13.075479149488,3.32192809488736,3.8073549220576,1,12.237209960755,1,12.0437108633472,1,1,1,7.91886323727459,1,8.7279204545632,3.8073549220576,2,11.4231159101471,10.7582232147267,3,1,7.52356195605701,1,3.32192809488736,4.4594316186373,2,6.97727992349992,3,1,3,8.33985000288462,7.94251450533924,1,7.20945336562895,1,1,11.7632123668144,7.49185309632967,4.4594316186373,5,6.49185309632967,1,10.243173983473,1,13.7334390828994,11.6882503091332,6.55458885167764,12.7435721889356,10.6220518194564,11.9121408562957,6.16992500144231,8.91288933622996,6,11.1189410727235,10.7927902943011,15.4985376025994,12.6022349013411,13.0623834918763,3.8073549220576,5.95419631038687,8.49185309632967,2,7.4757334309664,11.9657842846621,13.0017600283272,12.7021726853655,5.95419631038687,6.88264304936184,1,4.8073549220576,2,2,3,9.04439411935845,8.31288295528435,1,1,2.58496250072116,9.4757334309664,7.3037807481771,1,5.8073549220576,9.01680828768655,9.57742882803575,9.38370429247405,6.90689059560852,11.468624042918,5.70043971814109,7.89481776330794,4.16992500144231,"0"
"TCGA.21.1075.01A",6.08746284125034,15.2827988586835,11.0674343607565,9.4594316186373,5.64385618977472,3.58496250072116,6.52356195605701,12.1098306542788,1,6.55458885167764,2.58496250072116,17.0139550661921,2.58496250072116,6.58496250072116,11.6429542234803,3.58496250072116,1,13.3501104433479,2,13.570567288872,6.49185309632967,10.4199601778479,8.49185309632967,9.20945336562895,8.72109918870719,7.4093909361377,3.32192809488736,5.90689059560852,11.8320988460391,2.58496250072116,5.4594316186373,2,12.4008794362822,12.4670960339057,11.380461065089,3,2,1,5.39231742277876,13.7213128421753,5,10.2597432636908,1,10.8297227350861,1,12.0375469539622,4.8073549220576,1,3.58496250072116,4.90689059560852,1,5.4594316186373,5.64385618977472,2.58496250072116,12.4413880293467,14.9226773089854,2,1,7.20945336562895,4,3.32192809488736,10.5430318202552,2.58496250072116,3.32192809488736,1,3.58496250072116,1,3.8073549220576,8.04439411935845,3.32192809488736,1,1,1,4.32192809488736,3.58496250072116,9.93957921431469,5.08746284125034,7.2667865406949,3,11.8826430493618,2,12.5333297323058,4,8.13955135239879,7.10852445677817,10.8610869059954,3.8073549220576,4.16992500144231,7.12928301694497,8.59245703726808,11.7698378436294,11.0993478104032,13.5524289485265,13.2452555803066,11.6697708885255,4.32192809488736,13.7268567554507,8.95419631038687,9.97727992349992,8.49984588708321,11.6724253419715,12.3885555039826,12.6952282914958,6.7279204545632,4.70043971814109,1,4.16992500144231,1,2.58496250072116,2.58496250072116,9.5352753766208,7.28540221886225,5.64385618977472,1,5.08746284125034,10.9614496943982,11.9203528554151,1,5.95419631038687,5.52356195605701,9.90388184573618,5,1,11.843921051289,5.4594316186373,12.0195907283579,1,"0"
"TCGA.85.A4CN.01A",7.02236781302845,15.0717975222842,9.2667865406949,10.8201789624152,9.45121111183233,2.58496250072116,5.8073549220576,9.94836723158468,1,8.8073549220576,2,16.6422209604196,1,1,11.612868497291,2,2.58496250072116,12.3858624006415,2,12.403544678202,5.75488750216347,7.84549005094437,8.43462822763673,9.8073549220576,7.91886323727459,5.32192809488736,4,6.70043971814109,11.0741414627525,1,4,5,14.9141047885251,10.9600019320681,9.26209484537018,3,1,1,6.35755200461808,12.2473341780287,4.90689059560852,8.65105169117893,1,11.1111356702347,1,13.3014961949825,1,1,1,4.16992500144231,1,7.16992500144231,5,1,11.7431513941125,13.2822196956726,1,2,7.94251450533924,1,3,7.95419631038687,2,3.32192809488736,1,2.58496250072116,2,6.64385618977472,6.35755200461808,1,1,2,1,7.62935662007961,7.85798099512757,6.4262647547021,3.58496250072116,5,1,10.6017707884077,2,13.2357150947619,6.95419631038687,8.4757334309664,10.8856963733394,11.8603110549195,9.04439411935845,6.52356195605701,7.88264304936184,1,11.1724275086455,10.5410966153495,13.8523344319864,11.2094533656289,8.85798099512757,1,2,9.37068740680722,2,7.70043971814109,11.4262647547021,12.5731737846865,12.4933551214949,5.24792751344359,2,2.58496250072116,4,2,1,2,9.35755200461808,4.32192809488736,1,2.58496250072116,1,10.1163439612375,8.62205181945638,1,4.32192809488736,8.20945336562895,6.20945336562895,10.5468944598876,5.24792751344359,11.6447575925163,6.32192809488736,11.2395985292491,2.58496250072116,"0"
"TCGA.56.7580.01A",6.12928301694497,13.0265234425198,8.15987133677839,13.5802585674998,8.17990909001493,4.4594316186373,3.58496250072116,10.9454438363779,1,1,3.32192809488736,16.23451808574,2,1,11.4325419003883,7.65821148275179,8.98868468677217,13.2963426846929,4.32192809488736,12.7838167593202,7.75488750216347,9.2807707701306,6.83289001416474,7.52356195605701,5.8073549220576,5.8073549220576,5,6.35755200461808,11.6873756834375,2,6.16992500144231,3.58496250072116,14.1268657669393,7.56985560833095,10.590587049915,1,1,1,7.78135971352466,13.532112370795,7.94251450533924,3.58496250072116,1,9.46352437327118,3.58496250072116,11.1686721181322,1,1,3,5.8073549220576,1,9.08746284125034,11.0848083878044,3.32192809488736,12.0973737689902,7.97727992349992,1,1,9.93663793900257,3.8073549220576,3.8073549220576,8.06608919045777,3,1,1,2,2.58496250072116,3.58496250072116,8,2,1,1,2.58496250072116,4.58496250072116,4.4594316186373,7.6724253419715,6.24792751344359,5.58496250072116,1,10.8153832958135,2.58496250072116,8.876516946565,1,8.36632221424582,3.32192809488736,11.3140167039014,2,1,5.95419631038687,6.95419631038687,10.7747870596012,10.3575520046181,14.1355489777492,13.0416591516372,6.32192809488736,3.58496250072116,10.5849625007212,9.49984588708321,7.59991284218713,4.8073549220576,12.4609677625704,11.6366246205436,13.5161924778794,3.8073549220576,5.08746284125034,1,1,1,1,1,10.1059085085712,2,2.58496250072116,1,3.32192809488736,10.2336196767597,10.4262647547021,1,4.32192809488736,2,7.89481776330794,5.08746284125034,2.58496250072116,11.6257088430645,6.20945336562895,9.66533591718518,11.5641494899857,"0"
"TCGA.63.7023.01A",6,13.3788367132106,8.18982455888002,9.40514146313634,8.78790255939143,3.58496250072116,3,8.84549005094437,2.58496250072116,4.70043971814109,4,16.2218514099034,4.4594316186373,6.04439411935845,12.4983506079296,5.85798099512757,1,12.5975870395862,3.58496250072116,13.8075561768589,7.3037807481771,8.4093909361377,3,7.83289001416474,8.17990909001493,5.8073549220576,2.58496250072116,4.90689059560852,13.0617087046606,1,10.2045711442492,3.58496250072116,14.3685064615077,10.319672120947,9.4262647547021,5.8073549220576,3.32192809488736,1,9.64385618977473,12.4486325677306,2.58496250072116,8.97727992349992,1,8.49185309632967,1,11.7632123668144,3.8073549220576,1,3.8073549220576,4.32192809488736,1,8.05528243550119,2,4.16992500144231,12.1452953349336,2.58496250072116,7.61470984411521,1,7.4757334309664,3.58496250072116,3.58496250072116,7.59991284218713,5.75488750216347,2,1,1,1,2,6.28540221886225,4.16992500144231,2,1,1,4.70043971814109,2.58496250072116,6.85798099512757,4.16992500144231,4.58496250072116,1,12.0559602344523,2.58496250072116,13.5814359894544,1,8.19967234483637,6.4594316186373,11.6193029554157,2.58496250072116,1,7.24792751344359,7.65821148275179,11.4157417682901,10.1922928144708,16.405839501186,13.6768386064742,9.31741261376487,4.4594316186373,13.0247933847025,8.64385618977472,8.06608919045777,4.8073549220576,11.9307373375629,13.9828153651899,13.4785168476765,7.91886323727459,2.58496250072116,1,4.70043971814109,1,4.90689059560852,3,13.2395985292491,4,1,6.28540221886225,5.32192809488736,9.89178370321831,7.10852445677817,1,2.58496250072116,1,6.58496250072116,5.16992500144231,7,11.3987436919382,6.20945336562895,7.82017896241519,7.61470984411521,"0"
"TCGA.85.8354.01A",5.64385618977472,13.8722901102881,9.73131903102506,8.15987133677839,4.8073549220576,2,6.08746284125034,9.24792751344359,2,8.07681559705083,4.58496250072116,16.6511638366212,5.58496250072116,2.58496250072116,12.0593444608244,3,2,12.998237821888,2,13.5896511465148,6.49185309632967,9.38801728534514,5.16992500144231,1,10.2969162068793,5.39231742277876,3.58496250072116,5.64385618977472,11.4220647661728,2,5.75488750216347,3.8073549220576,10.7279204545632,11.6339034093485,11.6978363579624,3.58496250072116,1,1,5.75488750216347,12.8722901102881,3.8073549220576,6.64385618977472,1,11.1984450414524,1,12.3359485652023,2,1,3.58496250072116,5.64385618977472,1,7.20945336562895,1,2,11.7193888209421,13.1959872980285,2,1,7.64385618977472,4,4.58496250072116,6.04439411935845,2,3,1,3.58496250072116,1,3.58496250072116,6.39231742277876,3,1,1,1,8.59245703726808,3.8073549220576,7.95419631038687,4.90689059560852,4.70043971814109,1,10.5018371849023,5,13.0539258815311,5.24792751344359,6.4594316186373,9.4178525148859,10.7895336449704,9.57742882803575,4.32192809488736,6.97727992349992,9.11374216604919,10.91288933623,10.9872640120725,10.642051692928,11.5216004397237,8.54689445988764,4,14.744098009928,8.8008998999203,9.66177809777199,8.467605550083,12.6302671250268,12.7598881832218,13.0677704574478,5.16992500144231,4,2,2.58496250072116,2,1,1,4,4.58496250072116,2,3.8073549220576,4.8073549220576,9.84862294042934,5.24792751344359,1,2.58496250072116,2.58496250072116,7.79441586635011,10.3219280948874,4.16992500144231,11.6017707884077,5.4594316186373,6.52356195605701,2,"0"
