"","ALDH3B1","ALG1L","APC","C7","CAV1","CENPI","CST1","EPHA6","FAM83A","FOSB","GABRP","GJB6","GKN2","GPRC5A","GTSF1","H2AC14","IRS1","KREMEN2","LARGE2","LINC00887","LINC01910","LINC02605","LY6D","MAGEA10","MAGI2","MMP20","PCAT7","PITX2","TLX3","TNS4","WSCD2","status"
"TCGA.37.5819.01A",11.0874628412503,11.5507467853832,11.4460494067166,10.4199601778479,11.3331553503106,10.2288186904959,9.61102479730735,6.75488750216347,9.08746284125034,10.8564255286255,5.85798099512757,6.52356195605701,8.6724253419715,9.84549005094438,14.0907740546408,4.70043971814109,10.1823943534045,8.01122725542325,13.6204489520133,7.5077946401987,2,5.64385618977472,5.08746284125034,11.595257481449,9.2667865406949,1,7.55458885167764,11.0347989625773,1,6.4594316186373,4.16992500144231,"0"
"TCGA.56.7582.11A",14.1623913287569,6.28540221886225,13.0195907283579,15.4496645384762,17.2741233148015,7.7279204545632,5.85798099512757,4,7.96578428466209,14.7894317561295,8.35755200461808,4,11.8509681509824,17.1800839750958,6.08746284125034,2,12.577900836887,4.4594316186373,9.74819284958946,3.32192809488736,2,7.5077946401987,4,1,10.4157417682901,3,3,2,1,9.68299458368168,6.61470984411521,"0"
"TCGA.21.1070.01A",10.1623913287569,10.1369911120802,10.8121773055144,11.5176693881338,14.2403441466314,10.3309168781146,7.3037807481771,2.58496250072116,13.8925428166486,11.2191685204622,8.49984588708321,12.7788984760084,6.39231742277876,14.7594721212028,6.49185309632967,3,10.8501868376458,9.46352437327118,12.6077926419192,6.4262647547021,2,7.4093909361377,14.5002194648439,2,8.43462822763673,4,5.70043971814109,6.52356195605701,6.64385618977472,13.1315354686763,3.32192809488736,"0"
"TCGA.46.3769.01A",14.8700756892226,9.95128471496697,10.5058115539196,8.92481250360578,15.1177242588184,10.2167458581953,4.90689059560852,3.58496250072116,14.7016313566883,8.19967234483637,5.52356195605701,11.3695973462787,1,15.039176100715,14.298062567719,2.58496250072116,11.410451351504,6,8.45121111183233,6.8073549220576,4.90689059560852,5,10.3487281542311,14.2144709115359,9.04439411935845,5,8.56985560833095,6.7279204545632,2.58496250072116,10.6183855022586,2.58496250072116,"0"
"TCGA.85.8048.01A",10.7879025593914,9.79766152585376,10.9943534368589,12.7439928610602,13.1981380524011,9.13442632022093,7.35755200461808,3.58496250072116,8.61470984411521,15.0153279304904,15.9218409370745,7.8703647195834,8.14974711950468,14.4156097440355,6.4594316186373,1,11.3253054550897,9.73131903102506,9.78135971352466,3.8073549220576,2.58496250072116,6.52356195605701,10.4777582664439,6.24792751344359,8.88264304936184,7.3037807481771,3.58496250072116,7.96578428466209,2,13.3633134643735,5.85798099512757,"0"
"TCGA.43.2576.01A",13.32108251801,8.56224242422107,10.2502984179063,10.3901689562002,12.0828143376723,8.33985000288462,8.08746284125034,5.39231742277876,14.6598844314618,11.1761731491075,8.58496250072116,7.76818432477693,2,16.1655351413779,11.3387363825739,3.32192809488736,10.3219280948874,7.56985560833095,10.0768155970508,5.16992500144231,1,3.58496250072116,9.92777796208234,9.13955135239879,8.99435343685886,3,3.8073549220576,5.64385618977472,2,13.6082548219779,5.64385618977472,"0"
"TCGA.56.8503.01A",10.581200581925,10.1163439612375,10.9829935746943,11.2143191208008,12.1904420187828,9.33091687811462,10.3174126137649,3.58496250072116,13.0704564159446,13.0552824355012,10.5565060546719,13.0697853949833,2,12.2714630279044,6.75488750216347,2,11.8925428166486,10.9307373375629,10.7927902943011,4.58496250072116,2.58496250072116,7.12928301694497,16.0920964149908,1,8.34872815423108,4.8073549220576,6,8.35755200461808,2.58496250072116,13.1516508299734,8.91886323727459,"0"
"TCGA.60.2725.01A",11.7389366816761,11.1736771363034,11.1674181458317,14.6637804506831,14.1575048399261,10.1111356702347,8.12928301694497,7.94251450533924,10.4878400338231,13.8845521339872,13.6517244331081,13.2597432636908,9.37503943134693,14.2833777892856,12.8273427042341,2,11.1510165388922,10.902375114486,11.7548875021635,5,3.32192809488736,6.83289001416474,7.10852445677817,2.58496250072116,10.6238814900135,5.24792751344359,6.32192809488736,10.4093909361377,2.58496250072116,12.8853150610494,9.73470962022584,"0"
"TCGA.60.2706.01A",11.5971214287896,7.75488750216347,10.4304525516655,10.8841705191084,13.0784844174114,10.0606959316876,6,5.24792751344359,9.47167521439204,9.87958324961278,7.88264304936184,4.16992500144231,6.55458885167764,16.0158070358264,5.70043971814109,2.58496250072116,12.9950604670327,7,13.9977087484609,4.70043971814109,1,5.52356195605701,2.58496250072116,9.08214904135387,9.54689445988764,5.75488750216347,5.64385618977472,5.16992500144231,1,6.12928301694497,5.39231742277876,"0"
"TCGA.46.3766.01A",11.0140204703149,8.22881869049588,10.8517490414161,13.9050108623903,14.6000290339514,7.70043971814109,8.58496250072116,2.58496250072116,8.95419631038687,8.467605550083,11.468624042918,11.4828079567267,7.78135971352466,13.9323993224338,6.35755200461808,2,12.2888660741658,5.75488750216347,11.3890935219045,4,3.58496250072116,4.32192809488736,8.78790255939143,2,9.79116288855502,4.16992500144231,3,4.70043971814109,1,12.8719052376592,6.04439411935845,"0"
"TCGA.85.A4PA.01A",11.1686721181322,2.58496250072116,11.6064052126978,13.9082049531259,13.1777309670333,9.38801728534514,2,2.58496250072116,4.4594316186373,13.9939997917925,6,6.83289001416474,8.68650052718322,13.1068900450922,8.63662462054365,4.32192809488736,10.3487281542311,8.4262647547021,11.1947568544222,2.58496250072116,1,6.52356195605701,2,1,8.04439411935845,4.58496250072116,4.4594316186373,3.58496250072116,1,7.16992500144231,5,"0"
"TCGA.96.8169.01A",11.8811139606751,10.7142455176661,11.1861142395416,10.9886846867722,13.6231956354529,9.43879185257826,12.4262647547021,2.58496250072116,14.2557662571288,9.85174904141606,10.7764330324447,11.5018371849023,4.70043971814109,13.9854861991046,6.70043971814109,3.58496250072116,14.0493380717519,11.1736771363034,14.7450440050345,5.70043971814109,2.58496250072116,6.83289001416474,10.5077946401987,5.16992500144231,8.78790255939143,3.32192809488736,7.33985000288462,5.16992500144231,1,15.2083867905911,4.16992500144231,"0"
"TCGA.98.7454.01A",12.0848083878044,8.82654848729091,12.4204866128258,15.3239695285972,14.2319711391628,9.46352437327118,6.83289001416474,2,14.4640351521899,14.523194374831,7.65821148275179,5.58496250072116,8.74819284958946,15.5600939576425,7.3037807481771,3,11.2443638351205,6.20945336562895,11.8193807908646,4.32192809488736,1,7.4757334309664,7.90689059560852,2,10.4072677642447,1,2.58496250072116,3.32192809488736,1,15.1041072887186,5.8073549220576,"0"
"TCGA.39.5011.01A",12.7557221536423,9.23840473932508,10.7090838125503,10.5924570372681,15.042086832262,9.92777796208234,6.35755200461808,2.58496250072116,13.8745971924016,11.1331422124006,6.64385618977472,6.08746284125034,5,14.0461008450288,6.88264304936184,3.58496250072116,12.0953970227926,6.49185309632967,12.495355392236,3,1,5.95419631038687,13.0402897210257,3.32192809488736,8.34872815423108,6.95419631038687,6.4262647547021,2,2,8.56985560833095,3,"0"
"TCGA.56.7580.11A",14.3882864197626,4.70043971814109,12.6591039634737,15.9139178625025,17.3044939297829,7.56985560833095,1,5.32192809488736,8.70043971814109,14.9097056112156,7.35755200461808,4.16992500144231,11.8360503550581,16.8781706851744,6.24792751344359,1,11.8017083589165,4.8073549220576,8.6582114827518,5.08746284125034,2.58496250072116,6.16992500144231,3,3.32192809488736,10.3331553503106,1,4,4.90689059560852,1,6.88264304936184,7.55458885167764,"0"
"TCGA.37.4130.01A",10.8073549220576,10.2191685204622,8.58496250072116,6.8073549220576,10.8073549220576,8.96578428466209,9.86418614465428,8.97154355395077,4.32192809488736,8.34872815423108,6.49185309632967,8.94251450533924,3.58496250072116,10.6794800995054,12.8189815394324,6.16992500144231,11.90989308377,5.58496250072116,12.007027266894,4.4594316186373,1,4.4594316186373,3.32192809488736,10.9957671508778,5,2,7.32192809488736,1,1,6.64385618977472,3.32192809488736,"0"
"TCGA.66.2767.01A",11.8161836814323,11.007027266894,11.5255208090951,13.2366122002158,13.7185328760692,9.89481776330794,11.567005370247,4.4594316186373,8.85798099512757,11.3858624006415,10.2215871212648,12.3342732853072,9.21916852046216,14.281350514981,8.07681559705083,5.39231742277876,10.6073303137496,12.4706588740606,12.1941412388631,5.8073549220576,1,6.83289001416474,12.1529185761366,6.24792751344359,10.7193888209421,5.90689059560852,8.48381577726426,4,1,13.4599438483749,9.75822321472672,"0"
"TCGA.77.7142.01A",10.7142455176661,11.0223678130285,11.7952279660287,12.2591547688668,15.0280787227049,10.6917435191713,9.78135971352466,5.16992500144231,8.90689059560852,12.827739648807,8.66533591718518,12.733015321686,7.56985560833095,15.8751253795054,9.72451385311995,1,11.0389189892923,7.35755200461808,12.7253662578956,4,2,5.24792751344359,12.642051692928,2,10.5887146355823,10.9218409370745,4.16992500144231,7.85798099512757,6.55458885167764,14.786065381164,8.6582114827518,"0"
"TCGA.77.8146.01A",10.753216749179,8.29462074889163,9.66888498426625,11.4737057496194,13.0351427478859,8.19967234483637,9.32192809488736,2,11.3923174227788,10.7846348455575,5.32192809488736,9.26209484537018,6.28540221886225,13.5289424150649,3,2,12.8745971924016,8.40087943628219,13.3772105303886,4.16992500144231,2,4.16992500144231,9.04984854945056,1,7.89481776330794,1,1,1,1,12.2755425560867,1,"0"
"TCGA.NC.A5HJ.01A",13.1888978732422,8.48381577726426,11.211888294546,12.8447057644119,16.1178865599819,9.30833903013941,4.4594316186373,2,8.40087943628219,11.7414669864011,10.0140204703149,6.85798099512757,11.3695973462787,16.0295460605139,6.52356195605701,1,10.1823943534045,5.95419631038687,9.96289600533726,3.32192809488736,4.90689059560852,5.52356195605701,4.16992500144231,1,9.94836723158468,1,6.49185309632967,5.4594316186373,6.8073549220576,8.13955135239879,5,"1"
"TCGA.22.5472.11A",14.8474489039824,6.70043971814109,13.6479080742818,17.0798597424719,17.5909670873136,8.10852445677817,2,5.64385618977472,8.69348695749932,10.1006623390052,7.37503943134692,6.24792751344359,13.4252159032994,17.8621651308241,8.3037807481771,1,12.7039035734447,5.32192809488736,10.2312211807112,1,1,6.64385618977472,8.6724253419715,2.58496250072116,11.298062567719,1,4.8073549220576,1,1,11.0182001788132,8.85798099512757,"1"
"TCGA.34.7107.11A",13.2425786894513,6.35755200461808,12.0334230015375,16.3589945280502,15.3258675805754,7,5.52356195605701,3.58496250072116,8.83289001416474,18.6094240539487,7.28540221886225,5.58496250072116,10.9307373375629,16.1608956144507,7,1,11.8864586957037,5.90689059560852,9.23840473932508,2.58496250072116,2,9.40514146313634,10.65999589243,1,10.5545888516776,2,4.16992500144231,4,1,8.90086680798075,8.38370429247405,"1"
"TCGA.39.5022.01A",12.9708249013626,10.9248125036058,12.3247431104944,15.3079834325332,13.5940912902604,10.2877123795494,11.5915223465707,6.12928301694497,12.4838157772643,9.89481776330794,12.1649069266757,11.5679560754155,5.24792751344359,14.7776662808808,8.20945336562895,1,12.4152135987653,7.91886323727459,11.1861142395416,4.70043971814109,3.32192809488736,7,9.21916852046216,2.58496250072116,10.1873520732005,3.32192809488736,6.8073549220576,4.4594316186373,3.8073549220576,12.8225708309502,8.15987133677839,"1"
"TCGA.77.7338.11A",14.4164017083962,6.55458885167764,12.7334390828994,15.9351650496037,18.0984228147978,6.08746284125034,2,3.8073549220576,6.4594316186373,17.8150079621437,6.97727992349992,4.8073549220576,12.9233274854192,18.0260370734165,6.85798099512757,1,11.4210128557792,3,9.44294349584873,3,2.58496250072116,7.2667865406949,3,1,11.1331422124006,1,2,2.58496250072116,1,8.16992500144231,7.04439411935845,"1"
"TCGA.77.7138.11A",14.7987755370319,6.52356195605701,12.6608872703026,15.866168101329,17.8224339038505,6.04439411935845,2.58496250072116,4.32192809488736,6.90689059560852,15.6281037367695,6.95419631038687,5.39231742277876,12.3717766443379,17.3065779644906,6.85798099512757,1,11.8008998999203,3.32192809488736,9.25266543245025,3.32192809488736,1,6.20945336562895,7.96578428466209,1,10.9158793788358,1,3.8073549220576,1,1,8.01122725542325,7.75488750216347,"1"
"TCGA.63.A5MN.01A",12.3635872465246,6.83289001416474,11.4573808790725,11.2300204357056,14.1119507061532,8.90086680798075,10.5468944598876,7.82017896241519,13.8676648483807,10.8826430493618,6.7279204545632,10.5868397879618,2,13.9259252649729,8.53915881110803,1,12.471675214392,6.70043971814109,8.93073733756289,2.58496250072116,4,7.16992500144231,12.1966021265232,4.32192809488736,8.59245703726808,3.32192809488736,3.32192809488736,3.32192809488736,2,13.0808175276083,5.24792751344359,"1"
"TCGA.77.7337.11A",14.2562086885274,6,12.6238814900135,15.4089930793422,17.9170223663084,6.58496250072116,2,4.8073549220576,5.85798099512757,12.9545598469998,7.64385618977472,4.58496250072116,12.9410476063406,17.4491163959306,5.85798099512757,1,11.813781191217,2.58496250072116,9.2045711442492,3,2,6.55458885167764,3.58496250072116,1,10.7448338374995,1,3,2.58496250072116,1,7.4093909361377,5.75488750216347,"1"
"TCGA.22.1005.01A",12.7056323873614,9.21916852046216,10.3793783670713,13.3901689562002,13.0940776856719,7.78135971352466,11.1649069266757,4.16992500144231,11.4367115421372,10.9248125036058,10.4470832262097,6.08746284125034,8.29462074889163,14.545326509599,7.28540221886225,2.58496250072116,11.1786648510065,6.4262647547021,9.86108690599539,4.16992500144231,3.8073549220576,6.95419631038687,10.5449644327892,2,8.6724253419715,1,4.16992500144231,6.95419631038687,1,12.2306209331299,4.90689059560852,"1"
"TCGA.58.8386.11A",13.4785168476765,5,11.311748315005,14.5096513111781,15.5901191741072,6.49185309632967,3.58496250072116,3.58496250072116,6.88264304936184,17.4632369806393,7.24792751344359,5.95419631038687,12.2726297849764,16.0585414255819,6.75488750216347,2.58496250072116,10.5980525001616,4.4594316186373,9.66888498426625,2,1,7.28540221886225,3.32192809488736,1,9.68999797141945,1,4,1,1,8.18982455888002,6.55458885167764,"1"
"TCGA.22.4594.01A",12.1680452682241,11.0140204703149,10.2644426002266,12.7090838125503,11.4252159032994,8.88874324889826,8.78790255939143,6.55458885167764,13.0864679934641,11.7347096202258,4.70043971814109,6.04439411935845,6.12928301694497,12.6899979714194,7.74146698640115,1,11.4093909361377,4.90689059560852,13.3506629883723,5.08746284125034,2,4.16992500144231,5.08746284125034,1,9.2240016741981,1,4.32192809488736,9.57364718749332,1,5.64385618977472,5.75488750216347,"1"
"TCGA.22.5483.01A",11.2467405984931,8.18982455888002,12.103287808412,10.5887146355823,12.6586577921261,12.655083445198,16.9504875514872,8.77478705960117,7.44294349584873,9.79441586635011,10.103287808412,5.4594316186373,2,13.5660540381711,4.4594316186373,2.58496250072116,13.5196362528432,7.94251450533924,13.1421070573025,4.8073549220576,1,3.8073549220576,5.39231742277876,2.58496250072116,9.6582114827518,1,9.52356195605701,2.58496250072116,6.16992500144231,13.6989216623398,3.8073549220576,"1"
"TCGA.22.4609.11A",14.5696183034466,6.39231742277876,12.8963324039099,16.0811089012669,17.4463240872831,6.8073549220576,1,3.32192809488736,6.52356195605701,18.8232677129488,7.2667865406949,5.16992500144231,12.44759985828,17.8891712001668,5,1,11.7615512324445,4,9.91587937883577,2.58496250072116,1,10.0195907283579,6.61470984411521,1,11.3465137331656,2,3,2,2,7.71424551766612,7.06608919045777,"1"
"TCGA.22.4596.01A",13.5442400064417,8.98868468677217,11.4460494067166,13.3674147512468,14.8298218178814,8.4178525148859,6.55458885167764,8.10852445677817,15.0273012921937,10.3966047811819,9.07681559705083,6.64385618977472,8.72109918870719,14.192601049712,7.08746284125034,2.58496250072116,12.4681148863781,7.59991284218713,11.1699250014423,6.4594316186373,1,5.8073549220576,8.35755200461808,1,9.467605550083,2.58496250072116,6.55458885167764,7.5077946401987,2,10.609178738142,5.85798099512757,"1"
"TCGA.22.5489.11A",15.4741495484973,7.4262647547021,12.6715410667119,15.4022793022051,18.1707955060341,6.97727992349992,4,4.58496250072116,8.49185309632967,16.6010743389417,7.6724253419715,6.28540221886225,11.2155329997457,17.868798445365,6.58496250072116,1,11.9483672315847,4.90689059560852,10.1699250014423,1,1,6.12928301694497,5.64385618977472,1,10.9858419370033,1,4.32192809488736,1,1,10.3465137331656,7.61470984411521,"1"
"TCGA.39.5040.01A",11.9829935746943,4.16992500144231,13.2094533656289,12.7903484967519,15.1079526232843,10.3241805466187,1,4.32192809488736,9.77478705960117,17.9797824307031,9.18487534290828,6.08746284125034,5.16992500144231,17.2540505527674,4.16992500144231,1,13.3269911749008,5.64385618977472,14.1205618964429,3.32192809488736,3,5.16992500144231,6.7279204545632,9.09275714091985,9.39231742277876,2,8.09803208296053,5.90689059560852,6.8073549220576,10.4408691676109,3,"1"
"TCGA.XC.AA0X.01A",11.3083390301394,9.4178525148859,11.3685064615077,12.3630396302565,13.6631133084558,9.09275714091985,9.92777796208234,8.79441586635011,11.9001120629775,13.3269911749008,9.71080643369935,14.8491118404445,7.83289001416474,15.2697111211428,5.90689059560852,1,12.1163439612375,8.56985560833095,11.0914353863236,6.6724253419715,2,5.4594316186373,10.4199601778479,10.7862696276485,9.04439411935845,2,6.55458885167764,7.95419631038687,4.90689059560852,14.0662574053523,5.16992500144231,"1"
"TCGA.56.7822.01A",11.7681843247769,9.59991284218713,11.6456584324087,11.6741922681457,16.2434343473869,9.16490692667569,4.70043971814109,5,16.9073131982696,10.0927571409199,8.76155123244448,14.5020859039859,7.76818432477693,15.9537417607625,6.85798099512757,1,14.4149494414743,9.52356195605701,11.5430318202552,5.90689059560852,1,5.39231742277876,17.0797555970676,10.2550285698187,8.94836723158468,8.07681559705083,8.59991284218713,9.39231742277876,3.32192809488736,15.3308468698632,8.15987133677839,"1"
"TCGA.22.1016.01A",12.3292357417338,8.96000193206808,12.0647427647503,15.1362702251115,14.7854524681585,9.88264304936184,3.32192809488736,5.08746284125034,11.8895039634115,15.0305809305739,12.4691330198296,9,10.2191685204622,15.1065629404449,5.08746284125034,1,12.2854022188622,10.0028150156071,10.9038818457362,6.61470984411521,3,7.93073733756289,13.261213451366,11.0794847838268,9.3037807481771,5.64385618977472,7.82017896241519,9.08214904135387,8.24792751344359,12.0861362250273,5.4594316186373,"1"
"TCGA.22.4593.11A",14.4858293087019,5.8073549220576,12.6631133084558,17.0657106352181,17.5392800001577,7.02236781302845,2,4.16992500144231,6.88264304936184,16.004922678569,7.08746284125034,5.52356195605701,13.1500645790815,17.7832924289343,7.16992500144231,2,11.8902642770211,4.90689059560852,10.6917435191713,3,1,6.4594316186373,4.16992500144231,2,10.5410966153495,2.58496250072116,5.16992500144231,1,1,7.37503943134692,6.95419631038687,"1"
"TCGA.22.5481.11A",15.2302456515314,6.58496250072116,12.0953970227926,14.9877081232168,17.2180144778803,6.4262647547021,2,3,6.35755200461808,15.1685154311876,8.94251450533924,3,11.8695938432408,17.7473013745163,6.55458885167764,1,11.7210991887072,5.4594316186373,10.0279059965699,3,2,8.85798099512757,4.70043971814109,1,10.7927902943011,1,3,2,1,8.79441586635011,7.4093909361377,"1"
"TCGA.60.2698.01A",12.9095181142966,10.8963324039099,11.6483575820097,13.53843146295,15.1619191654272,10.5545888516776,6.75488750216347,6.49185309632967,14.3101867261243,12.9772799234999,12.43410692861,12.3966047811819,9.60362634498619,15.1680452682241,7.6724253419715,3.32192809488736,12.7573900093666,10.0552824355012,11.140829770773,8.85174904141606,3.8073549220576,6.85798099512757,13.5700928741881,1,8.85174904141606,3.58496250072116,8.57742882803575,8.33091687811462,8.467605550083,14.342213595732,6.90689059560852,"1"
"TCGA.66.2757.01A",10.2288186904959,9.66888498426625,10.9083926207737,10.0552824355012,11.4167975276061,10.4199601778479,13.4382720561248,4.16992500144231,11.6608872703026,11.5497846679479,15.8443134612033,9.45121111183233,6.88264304936184,14.4981012439949,6.04439411935845,3.32192809488736,10.1774195379892,8.31288295528435,13.0864679934641,2.58496250072116,5.90689059560852,3.32192809488736,10.4429434958487,2.58496250072116,10.0660891904578,5.52356195605701,8.55458885167764,7.85798099512757,3.58496250072116,9.98299357469431,3.32192809488736,"1"
"TCGA.66.2780.01A",10.8811139606751,11.6803595235137,10.7159619902551,11.1522848423066,15.2242278314878,9.89178370321831,9.95128471496697,3.58496250072116,14.4515974962584,10.539158811108,8.35755200461808,12.9858419370033,4.16992500144231,15.7684945039534,5.4594316186373,3,13.2827988586835,10.5038257379958,14.4568677383803,7.37503943134692,5.39231742277876,6.04439411935845,16.8061468033205,1,9.08746284125034,2,6.78135971352466,9.7714894695006,1,14.0045716151677,6.88264304936184,"1"
"TCGA.85.6175.01A",12.2638560195961,6.12928301694497,13.1494295900567,14.626393504174,15.3283944383525,9.84549005094438,15.2627555376788,4.16992500144231,12.706064267335,15.2878566418405,13.7336509168387,13.6250238568804,8.4093909361377,15.5361257716003,6.83289001416474,2,14.6813482351738,8.96000193206808,11.9851303734669,3.8073549220576,3.58496250072116,5.64385618977472,14.574475268799,3,10.3420746679991,4.90689059560852,7.16992500144231,6.39231742277876,1,15.2412383791234,6.90689059560852,"1"
"TCGA.85.8584.01A",15.3974740961648,9.76487159073609,10.2045711442492,11.3966047811819,12.7334390828994,8.65105169117893,9.74483383749955,3,15.6701029624229,11.5612879451648,7.97727992349992,6.55458885167764,5.4594316186373,14.1876613657391,5.52356195605701,2,10.7565563225241,7.68650052718322,9.876516946565,4.8073549220576,4.32192809488736,7.16992500144231,9.54303182025524,1,7.91886323727459,1,3,7.74146698640115,4,15.1334633465234,3.32192809488736,"1"
"TCGA.43.7658.11A",15.6281607096214,8.08746284125034,12.3917806060132,13.9984141365893,17.8655158064563,6.64385618977472,1,3,7.32192809488736,15.4316934673706,8.4594316186373,1,13.2404932238768,17.7419935750995,5.85798099512757,1,11.800090987625,5.24792751344359,9.73470962022584,1,1,6.7279204545632,3,1,10.8872206154684,2,4.70043971814109,1,1,9.37937836707126,6.64385618977472,"1"
"TCGA.43.2578.01A",11.8634119589416,8.98299357469431,10.6917435191713,11.7903484967519,12.9826371336694,10.6293566200796,13.4048754550152,8.54689445988764,7.85798099512757,12.0443941193585,8.02236781302845,5.32192809488736,8.04439411935845,14.5476175549028,5.8073549220576,4,11.2667865406949,11.2502984179063,12.3089078040639,6.12928301694497,2,5,6.61470984411521,1,9.12412131182919,1,7.28540221886225,1,7.84549005094437,9.59245703726808,3.32192809488736,"1"
"TCGA.77.8008.11A",13.4233785765185,4.4594316186373,12.4868350215631,16.3431510081636,16.6279612947958,6.90689059560852,1,4.58496250072116,7.4262647547021,15.0749776623012,7.39231742277876,6.35755200461808,12.3032099489448,17.2155140407397,6.4262647547021,2,12.624338545313,5.32192809488736,10.1972166931101,2,1,10.2312211807112,5.24792751344359,1,10.1006623390052,1,3.32192809488736,2,1,8.21916852046216,8.13955135239879,"1"
"TCGA.22.0940.01A",12.4429434958487,10.9571020415623,11.7838167593202,11.2877123795494,14.8922581959182,10.292321632802,4.90689059560852,8.39231742277876,14.2594490462857,13.862831046898,14.3316167738451,11.4868350215631,8.31288295528435,13.7654933080656,6.04439411935845,2.58496250072116,12.6719832720919,10.3128829552844,12.0721326041672,4.32192809488736,5.52356195605701,6.78135971352466,15.1267044728432,3.8073549220576,9.5274770060604,2,8.3037807481771,9.27146302790437,1,15.6120045562862,5.90689059560852,"1"
"TCGA.52.7812.01A",12.4578938373147,9.6724253419715,11.4978518369511,11.6054795180617,13.3685064615077,10.4072677642447,9.97154355395077,8.2667865406949,15.3358788006992,12.2667865406949,5,9.14974711950468,6.16992500144231,14.9067966670925,5.08746284125034,2.58496250072116,13.400612641082,6.08746284125034,11.6715410667119,3,4,8.17990909001493,7.08746284125034,1,8.78135971352466,4.32192809488736,4.4594316186373,8.35755200461808,2,7.52356195605701,1,"1"
"TCGA.22.4609.01A",11.7168194613299,11.1922928144708,12.527965641134,14.2273150999055,14.3862666867702,9.80413102118332,7.2667865406949,7.88264304936184,13.2600374211066,15.0503588465876,11.0320457269308,15.2937590096679,10.0223678130285,15.1939103152867,5.75488750216347,2,12.7168194613299,8.4594316186373,12.0674343607565,6.32192809488736,5.75488750216347,7.8703647195834,15.4598158079896,3,10.12153351734,2.58496250072116,5.58496250072116,11.4210128557792,5.70043971814109,13.2455527062557,6.88264304936184,"1"
"TCGA.63.A5MM.01A",10.4655664048094,10.3151495622563,11.2573878426927,13.1780423288648,15.8074555529676,9.51569983828404,8.91288933622996,2.58496250072116,14.7902466654449,14.5511074140668,8.83289001416474,7.32192809488736,1,14.4642904738508,11.7565563225241,3.32192809488736,12.8933015308606,8.12928301694497,6.35755200461808,4.32192809488736,2.58496250072116,6.4594316186373,16.8711592546349,1,7.98868468677217,1,5.16992500144231,5.52356195605701,2,15.3799874846825,5,"1"
"TCGA.43.5668.01A",14.3039234127054,8.99435343685886,12.3247431104944,13.1263818305426,14.6627796216171,10.6688849842662,10.5352753766208,10.1724275086455,13.9456267222298,11.7364019313183,11.0168082876866,12.7850437147797,4.8073549220576,14.7334390828994,7.85798099512757,4.70043971814109,14.5685499481612,10.2620948453702,12.6816776552097,5.16992500144231,1,4.8073549220576,10.4367115421372,5.64385618977472,9.73470962022584,2,8.67948009950545,2.58496250072116,4.4594316186373,6.97727992349992,6.49185309632967,"1"
"TCGA.34.2608.01A",12.3998119593257,10.7498694273968,11.7168194613299,14.5951409047417,14.2769967392971,8.8703647195834,6.83289001416474,5.75488750216347,11.4512111118323,11.3815429511846,12.2562086885274,13.7962424482032,7.53915881110803,14.0532471259124,8.8008998999203,1,13.1848753429083,8.83920378809694,12.7372473430277,4,4.70043971814109,6.32192809488736,10.9498267107591,2,10.6073303137496,2,5.8073549220576,7.14974711950468,1,14.4157417682901,7.28540221886225,"1"
"TCGA.56.7579.11A",14.5612879451648,7.71424551766612,12.6728672764338,14.4250847432428,17.5037325857735,6.88264304936184,5.64385618977472,4.16992500144231,6.83289001416474,15.1980612949304,7.97727992349992,2.58496250072116,12.581200581925,17.3778036218834,6.4262647547021,1,11.4512111118323,4.8073549220576,8.98299357469431,1,2,9.12928301694497,5.16992500144231,1,10.5196362528432,2,3.32192809488736,1,1,9.03342300153745,6.78135971352466,"1"
"TCGA.33.6737.01A",14.6142497276894,9.66888498426625,11.6786001390995,13.163335192082,13.4775053173697,10.8153832958135,3.58496250072116,3,17.2677193945641,13.8113746935099,6.32192809488736,9.77478705960117,8.876516946565,17.8087505493657,4,3,12.871135184243,5.58496250072116,8.90689059560852,6.7279204545632,3,5.52356195605701,15.2259605272362,3.8073549220576,9.33539035469392,3,3.58496250072116,8.19967234483637,10.18982455888,14.3788367132106,5.39231742277876,"1"
"TCGA.85.A50M.01A",11.2395985292491,8.70735913208088,11.4938554492408,11.2550285698187,15.6004937074528,10.1922928144708,10.7615512324445,7.39231742277876,13.9744145898055,14.6489192697882,8.6724253419715,9.12928301694497,4.4594316186373,14.8310102809465,4.32192809488736,2.58496250072116,14.2211339423571,10.3815429511846,10.6474584264549,6.75488750216347,5.64385618977472,6.08746284125034,11.5859014496908,1,9.54689445988764,1,7.16992500144231,9.80413102118332,2,15.0024634388925,2,"1"
"TCGA.77.7335.11A",13.6261653199045,4.4594316186373,11.3454052467178,14.666556894019,17.2644792535984,6.35755200461808,2.58496250072116,3.32192809488736,4.16992500144231,13.4691330198296,6.70043971814109,4.16992500144231,12.3387363825739,16.3982092614669,7.74146698640115,1,10.3793783670713,1,8.38370429247405,2.58496250072116,1,4.8073549220576,2,1,9.83920378809694,1,3.32192809488736,2.58496250072116,1,6.24792751344359,5.8073549220576,"1"
