"","SLC46A2","POPDC3","NLRP10","PPP2R2C","FMO5","IRS1","RAD51AP2","SLC34A2","PLAAT1","AKR1C7P","SSX1","WNK2","DCAF8L1","SLC7A11","GCLC","ADGRF5","OR11N1P","MYOSLID","MAGEA3","LINC01234","LIPK","CAPN9","TRPM8","SLC47A2","SH2D5","LINC02598","CLEC3B","NALF2","GINS2","MIR4713HG","PDE10A","NUS1P2","RCOR2","CHRD","SPRR2D","TPTE","OLFM3","CHIAP2","FAM83A","SPRR2G","VIL1","RGS20","MMRN1","RPL26P13","FAM72C","VCAN","CYP4F2","PTCHD3","ALOX15P2","CDKN2A","DUXAP9","LINC02434","MAB21L3","CCNP","DEFA5","CLEC4M","FTCD","OTOP1","SMC1B","POU3F2","CCDC141","KRT3","CD5L","ABCA3","IL19","CFHR4","NR0B1","H3C4","PPP1R27","TLX3","LINC02377","LINC01549","DSCR4","KLK9","OR7E5P","CACNA1I","IL6","PRSS3","ONECUT3","SRMP1","NTSR2","PLXNB3","OR5M11","C14orf39","PPFIA4","KCNA10","C7orf33","IMPDH1P8","KIAA0895LP1","LINC01228","MAGEA6","CR1","PPP4R3C","DCAF8L2","TEK","CCDC140","FOXD3","LINC01036","PTPN5","GTF2IRD2P1","ALOXE3","SBSN","B4GALNT2","MAP1LC3C","MRC1","CDH5","GIMAP8","COL4A3","BPIFB4","AGER","RGL1","DLX1","DES","ISM2","C7","LINC02471","ESCO2","ANGPT4","LINC02457","C4orf17","GALNT14","KCNV1","GNG4","OTOP2","PCNPP3","SLC6A5","LINC01639","GKN2","CENPI","DSEL","PRORY","KLK12","DMRT3","COL9A3","JPH3","AQP1","SCUBE1","ACP7","ASCL4","SP8","status"
"TCGA.68.8251.01A",4,8.85174904141606,3,8.93663793900257,6.75488750216347,11.1699250014423,3.58496250072116,11.3342732853072,8.40087943628219,3.8073549220576,3.58496250072116,13.6087168540206,2,9.88874324889826,12.6675551070411,11.5584207132687,3.32192809488736,6.6724253419715,4.16992500144231,4.4594316186373,1,6.83289001416474,9.94251450533924,5.64385618977472,5.32192809488736,3.58496250072116,7.96578428466209,11.1189410727235,10.9571020415623,5.85798099512757,8.10852445677817,6.85798099512757,9.467605550083,9.13442632022093,7.8073549220576,1,3,1,8.99435343685886,4.32192809488736,6.64385618977472,6.88264304936184,8.2667865406949,4,3.58496250072116,15.1448971853406,1,1,3,6.08746284125034,7.4757334309664,1,6.95419631038687,7.52356195605701,1,1,4.70043971814109,1,5.70043971814109,3.32192809488736,11.1972166931101,3.32192809488736,3.58496250072116,15.035572364351,3.58496250072116,2.58496250072116,5.32192809488736,5.90689059560852,5.75488750216347,6.93073733756289,1,2.58496250072116,1,1,2,5.8073549220576,7.91886323727459,5.16992500144231,2,1,3.32192809488736,10.1137421660492,2,9.4262647547021,9.94251450533924,1,1,5.70043971814109,3.32192809488736,1,3.32192809488736,8.24792751344359,1,1,8.33985000288462,1,8.27612440527424,1,2.58496250072116,7.8073549220576,6.32192809488736,6.75488750216347,2,5.8073549220576,13.1456137755134,11.5362472156881,9.5274770060604,10.902375114486,3.32192809488736,9.2240016741981,11.1189410727235,5.52356195605701,8.27612440527424,3.58496250072116,10.3641346550081,2,10.4878400338231,4.4594316186373,2.58496250072116,1,12.0327345285867,7.91886323727459,9.69348695749933,1,2.58496250072116,3,2,5.08746284125034,10.2737955992143,9.30833903013941,1,3.32192809488736,4.8073549220576,6.20945336562895,5.24792751344359,11.940313597146,5.16992500144231,6.39231742277876,6.64385618977472,7.4594316186373,"0"
"TCGA.63.A5MS.01A",5.08746284125034,4.70043971814109,1,9.4093909361377,9.37068740680722,12.0894504811159,5.39231742277876,13.1491119907069,5.90689059560852,3,1,9.09803208296053,1,7.55458885167764,12.4578938373147,10.8933015308606,1,4.70043971814109,9.55842071326866,3.32192809488736,1,5.39231742277876,3.8073549220576,5.58496250072116,8.09803208296053,1,6.88264304936184,5.52356195605701,8.467605550083,3.58496250072116,6.12928301694497,4.16992500144231,6.75488750216347,9.36194377373524,8.70735913208088,1,1,4.32192809488736,5.58496250072116,3.8073549220576,2.58496250072116,6,7.33985000288462,3.58496250072116,3.32192809488736,13.0247933847025,1,1,1,10.612868497291,4.8073549220576,1,5.16992500144231,4,1,3.8073549220576,4.16992500144231,1,3,2,7.08746284125034,2,3.8073549220576,12.667111542075,1,1,2.58496250072116,6.95419631038687,4,3.32192809488736,4.4594316186373,2,1,1,1,6.7279204545632,6.49185309632967,2.58496250072116,4.32192809488736,2,1,10.0821490413539,1,2.58496250072116,8.28540221886225,2,2,3.8073549220576,3.8073549220576,2,10.5468944598876,6.32192809488736,1,1,7.79441586635011,1,5.32192809488736,1,3,5.70043971814109,5,5.95419631038687,2.58496250072116,4.58496250072116,10.4532706340106,10.129283016945,8.34872815423108,8.53915881110803,4,11.3365065598103,10.0901124196643,6.08746284125034,6.64385618977472,5.52356195605701,11.3420746679991,4,6.64385618977472,5.24792751344359,3,2.58496250072116,7.59991284218713,2.58496250072116,6.95419631038687,1,1,1,1,5.90689059560852,8.06608919045777,7.28540221886225,1,2.58496250072116,7.12928301694497,9.97441458980553,4.58496250072116,12.0808175276083,6.6724253419715,7.95419631038687,4,4.4594316186373,"0"
"TCGA.21.A5DI.01A",1,6.52356195605701,3,10.1344263202209,5.75488750216347,12.590587049915,5.95419631038687,11.7338627196785,8.36632221424582,4.8073549220576,1,10.4797802640291,1,10.5565060546719,13.262388523751,8.93663793900257,1,8.467605550083,10.5255208090951,8,4.58496250072116,3.32192809488736,2.58496250072116,8.27612440527424,7.75488750216347,6.8073549220576,5.75488750216347,5.52356195605701,10.292321632802,6.12928301694497,6.8073549220576,6.88264304936184,9.08214904135387,7.55458885167764,10.9322147519684,1,1,1,12.1078709142796,5.39231742277876,7.33985000288462,9.38801728534514,4.4594316186373,5.85798099512757,6.24792751344359,12.5260101070617,1,1,1,12.4120405145517,2,2.58496250072116,4.8073549220576,3.58496250072116,1,1,6,1,6.35755200461808,3.32192809488736,3.32192809488736,3.8073549220576,2.58496250072116,6.75488750216347,2.58496250072116,1,2,6.12928301694497,3.8073549220576,2,1,3.8073549220576,1,1,1,3.8073549220576,9.09275714091985,4.90689059560852,8.44294349584873,1,1,12.1401907031918,4.90689059560852,6.16992500144231,10.5755392468345,1,1,3,3.8073549220576,1,6.75488750216347,3.8073549220576,1,1,5.52356195605701,1,3,1,1,4,4.90689059560852,7.61470984411521,9.97154355395077,2,7.59991284218713,7.37503943134692,7.12928301694497,5,1,9.49984588708321,10.4262647547021,5.64385618977472,6.88264304936184,4,6.52356195605701,1,9.19967234483636,4.90689059560852,5.16992500144231,2.58496250072116,9.4262647547021,1,7.56985560833095,1,3.58496250072116,3.8073549220576,1,1,9.7515440590891,7.4262647547021,1,4.16992500144231,6.83289001416474,5.90689059560852,4,9.62935662007961,2.58496250072116,6.6724253419715,4.58496250072116,4.32192809488736,"0"
"TCGA.52.7810.01A",2.58496250072116,9.29001884693262,1,12.6908710092923,5.32192809488736,11.6679985356725,6.20945336562895,10.9571020415623,7.96578428466209,4.58496250072116,2.58496250072116,10.652844973002,1,13.0694497674278,14.1093409687932,10.3619437737352,1,8.5077946401987,12.6702136367386,7.12928301694497,3,5.95419631038687,3.32192809488736,9.70390357344466,7.62935662007961,5.70043971814109,6.4594316186373,9.65463602852797,10.929258408637,6.28540221886225,4.58496250072116,5.24792751344359,9.97441458980553,7.56985560833095,12.3674147512468,1,6.4594316186373,1,12.1401907031918,4.16992500144231,1,9.35314682549808,5.32192809488736,3.8073549220576,7.61470984411521,13.0573148777827,1,2,1,7.7279204545632,7.89481776330794,1,6.32192809488736,6.85798099512757,2.58496250072116,1,3,1,7.62935662007961,4.32192809488736,2,5.4594316186373,2,8.45121111183233,4,2,6.24792751344359,6.93073733756289,2,9.43045255166553,1,2,1,2,1,7.7279204545632,9,10.9829935746943,3.58496250072116,1,2,11.393390457444,2,5.8073549220576,9.13955135239879,1,1,4.16992500144231,4.58496250072116,1,3.32192809488736,4.58496250072116,1,1,6.16992500144231,1,2,1,3.32192809488736,10.2360141919001,7.2667865406949,7.37503943134692,10.3309168781146,2.58496250072116,7.75488750216347,9.29462074889163,7.32192809488736,5.08746284125034,2.58496250072116,7.4757334309664,10.2714630279044,9.87958324961278,6.93073733756289,5.58496250072116,8.10852445677817,2,9.09275714091985,2,2.58496250072116,2,12.6461086415061,1,12.4696418172395,5.70043971814109,2,1,3.8073549220576,2.58496250072116,10.2045711442492,10.5924570372681,1,5.52356195605701,4.8073549220576,9.56224242422107,4,10.1674181458317,5.32192809488736,10.1774195379892,2,1,"0"
"TCGA.85.A50Z.01A",5.75488750216347,1,2,3.8073549220576,7.35755200461808,13.9061389961954,5,14.759992179981,10.3151495622563,4,2,10.2737955992143,1,11.602698865018,13.720030446499,11.729620743553,1,8.19967234483637,5.08746284125034,1,5.58496250072116,4.16992500144231,4.70043971814109,7,9.58871463558226,4.32192809488736,7.70043971814109,9.67948009950545,10.7632123668144,4.90689059560852,7.02236781302845,4.32192809488736,7.89481776330794,7.96578428466209,12.5107641679179,5.32192809488736,2,1,13.579787329527,5.75488750216347,2,7.62935662007961,5.32192809488736,5,4.32192809488736,13.5338163894334,1,3.8073549220576,1,10.8392037880969,7.14974711950468,1,8.48381577726426,4,1,3,2,1,5.39231742277876,1,3.58496250072116,1,1,11.5127404628035,7.64385618977472,4.70043971814109,1,7.55458885167764,5.08746284125034,1,3.58496250072116,3.58496250072116,1,1,2,3.58496250072116,11.635718120331,2,2.58496250072116,1,1,11.7304701371842,1,7.02236781302845,9.11374216604919,1,1,4.32192809488736,5.08746284125034,1,4.70043971814109,9.2667865406949,7.8073549220576,5.64385618977472,7.8073549220576,1,1,1,2,3.8073549220576,4.16992500144231,2.58496250072116,9.10852445677817,1,7.90689059560852,11.1382718001722,9.01680828768655,7.49185309632967,8.28540221886225,8.70735913208088,11.664447284548,3.8073549220576,5.39231742277876,7.55458885167764,8.82017896241519,4,10.5526690975143,3.32192809488736,1,1,14.1130909834424,1,4.32192809488736,1,2,1,1,2.58496250072116,10.1674181458317,6.04439411935845,1,1,2,7.56985560833095,2.58496250072116,12.4908508767403,6.04439411935845,2,2,3.58496250072116,"0"
"TCGA.63.7021.01A",6.6724253419715,8.84549005094437,2.58496250072116,12.2597432636908,6.93073733756289,11.2679570844028,5.24792751344359,12.5660540381711,9.74819284958946,7,2.58496250072116,11.8161836814323,1,11.5068034377956,12.1579784499454,10.9425145053392,2,6.39231742277876,8.33091687811462,8.90086680798075,5.4594316186373,5.75488750216347,6.52356195605701,9.10852445677817,7.10852445677817,3.58496250072116,7.98868468677217,10.047123912114,10.4304525516655,6,7.74146698640115,4.4594316186373,7.59991284218713,9.03342300153745,16.2582347648559,1,1,1,13.8929222236306,12.9668659003875,2.58496250072116,7.12928301694497,10.292321632802,4.32192809488736,5.58496250072116,13.8221724614762,2,2,1,5.85798099512757,5.16992500144231,2,6.75488750216347,7.5077946401987,1,1,3.8073549220576,1,7.3037807481771,1,5.8073549220576,6.70043971814109,4,12.0640690803855,7.71424551766612,4.70043971814109,3.8073549220576,6.78135971352466,4.90689059560852,2,1,2.58496250072116,1,3.32192809488736,1,8.12928301694497,10.8719052376592,10.1699250014423,9.04984854945056,1,1,11.0874628412503,2,3.58496250072116,9.38370429247405,1,1,2,6.52356195605701,3.32192809488736,6.75488750216347,8.05528243550119,3.58496250072116,2,8.86418614465428,1,5.95419631038687,1,3.32192809488736,9.2045711442492,9.67948009950545,15.4481808483036,2.58496250072116,3,10.4817994316658,11.3286749273279,9.17990909001493,7.88264304936184,2.58496250072116,8.86418614465428,11.1636496760158,5.32192809488736,6.85798099512757,3,10.8548683832602,3,8.6724253419715,3.58496250072116,5.8073549220576,1,11.2300204357056,1,9.02790599656988,4,2,1,4,2,8.90086680798075,7.8073549220576,1,11.8834069863884,7.22881869049588,6.49185309632967,4.58496250072116,12.3788367132106,6.35755200461808,6.8073549220576,1,7.70043971814109,"0"
"TCGA.63.A5MR.01A",5,9.24317398347295,4.70043971814109,10.0389189892923,5.4594316186373,12.7017396386744,7.28540221886225,12.0721326041672,8.8073549220576,6.28540221886225,2,7.4093909361377,1,8.97154355395077,12.5161924778794,9.77807712953536,3.32192809488736,8.70043971814109,11.3998119593257,11.1510165388922,6.88264304936184,2,5.85798099512757,8.31288295528435,9.91587937883577,4.90689059560852,6.7279204545632,8.34872815423108,10.9886846867722,7.96578428466209,5.08746284125034,3.8073549220576,9.7176764230664,8.02236781302845,15.2975611469307,1,5.52356195605701,1,15.2366122002158,7.4262647547021,3,8.89481776330794,5.64385618977472,5,6.12928301694497,12.6825557410803,4.8073549220576,7.35755200461808,1,12.8494051009478,6,5.85798099512757,6.52356195605701,7.06608919045777,1,1,6,2,7.16992500144231,4.32192809488736,3,4,2,8.35755200461808,5.08746284125034,6.52356195605701,1,7.10852445677817,4.32192809488736,7.14974711950468,2,1,1,4.16992500144231,1,6.6724253419715,9.82336724004623,7.61470984411521,4.16992500144231,1,2,12.2615073092021,2.58496250072116,3.58496250072116,11.427312844135,1,1,4.58496250072116,5.75488750216347,1,6.78135971352466,6.58496250072116,2,1,6.75488750216347,1,4.4594316186373,3.58496250072116,1,8.88264304936184,9.55458885167764,13.7481928495895,5.4594316186373,4.58496250072116,10.6147098441152,9.34872815423108,7.90689059560852,6.55458885167764,5.8073549220576,8.81378119121704,9.14974711950468,7.61470984411521,7.61470984411521,5.70043971814109,10.0741414627525,1,10.8595347863827,2.58496250072116,5.4594316186373,2.58496250072116,12.0707918094231,2,10.1823943534045,3.8073549220576,4.8073549220576,1,2,1,9.30833903013941,7.10852445677817,1,9.93957921431469,3.32192809488736,7.3037807481771,4.58496250072116,10.8470573460913,3.8073549220576,8.4178525148859,1,4.16992500144231,"0"
"TCGA.63.A5MW.01A",3.58496250072116,8.67948009950545,2,10.8470573460913,8.33985000288462,13.2871351860867,4.4594316186373,7.90689059560852,9.45532722030456,3,1,11.18982455888,2,11.4777582664439,13.9686667931952,10.8963324039099,3.32192809488736,6.28540221886225,12.3202364452416,4.70043971814109,3.8073549220576,6.24792751344359,5.8073549220576,6.83289001416474,8.55458885167764,6.90689059560852,8.5077946401987,8.18982455888002,10.9929383361658,5.85798099512757,10.7262181593322,7.83289001416474,10.9113919878435,13.3780238509255,7.79441586635011,1,3.58496250072116,1,6,3,4,8.36632221424582,8.62205181945638,1,6.49185309632967,15.4633327845445,3.8073549220576,3.8073549220576,1,11.5896511465148,7.75488750216347,1,6.61470984411521,5.64385618977472,1,1,7.44294349584873,1,7.53915881110803,8.43462822763673,7.64385618977472,2,2,9.29920801838728,4.16992500144231,6.83289001416474,3.8073549220576,6.93073733756289,5.95419631038687,7.14974711950468,7.58496250072116,1,1,1,1,10.951284714967,9.11374216604919,3.32192809488736,6.39231742277876,2,5.64385618977472,11.2312211807112,1,8.29462074889163,11.2384047393251,1,4.58496250072116,7.91886323727459,6.7279204545632,1,11.9650627567446,7.89481776330794,1,1,9.3037807481771,5.8073549220576,7.83289001416474,5.16992500144231,6.6724253419715,9.04439411935845,5.90689059560852,4.58496250072116,8.74819284958946,3.58496250072116,10.9322147519684,11.6483575820097,9.5274770060604,5.52356195605701,3.32192809488736,9.95128471496697,12.1516508299734,10.0980320829605,6.78135971352466,7.96578428466209,4.90689059560852,1,9.55458885167764,5.64385618977472,4.4594316186373,1,11.4584066132365,7.74146698640115,13.0098286173681,5,1,1,3,1,9.26209484537018,9.76487159073609,1,2,7.82017896241519,13.4426843678658,11.5166849493096,13.3125993788626,15.2138636527493,8.4757334309664,3.32192809488736,10.1059085085712,"0"
"TCGA.66.2790.01A",5.64385618977472,9.51175265376738,1,13.2647358011301,9.21431912080077,13.4299297413533,6.08746284125034,14.6981620350113,9.70043971814109,5.16992500144231,2.58496250072116,11.4948555844912,2,10.661778097772,13.3451279919767,11.612868497291,2.58496250072116,8.18982455888002,13.3359485652023,9.24792751344359,4.32192809488736,9.85486838326024,6.58496250072116,6.90689059560852,8.33985000288462,5.85798099512757,6.97727992349992,9.64385618977473,12.4325419003883,4.4594316186373,11.6995724532873,6.4262647547021,12.5802585674998,11.5284541107648,7.79441586635011,1,5.95419631038687,4,12.0299773465896,3.32192809488736,9.93369065495223,8.8008998999203,8.48381577726426,5.24792751344359,5.85798099512757,14.6862816551444,6.20945336562895,1,1,11.7364019313183,8.62205181945638,8.79441586635011,6.39231742277876,9.04439411935845,1,2.58496250072116,6.4262647547021,5.90689059560852,8.38370429247405,7.52356195605701,7.71424551766612,3.8073549220576,5.32192809488736,12.9758479680068,4.32192809488736,7.59991284218713,8.56224242422107,5.75488750216347,3.32192809488736,9.2045711442492,8.43462822763673,4.58496250072116,1,3,6.24792751344359,9.90388184573618,11.6608872703026,5.4594316186373,5.85798099512757,1,8.85174904141606,12.075479149488,4.32192809488736,7.04439411935845,10.9901039638575,1,1,3.32192809488736,7.04439411935845,1,12.9307373375629,7.89481776330794,11.3869402453243,10.0821490413539,9.4594316186373,4.70043971814109,8.09803208296053,6.6724253419715,5.52356195605701,9.2045711442492,8.83289001416474,7.33985000288462,8.5077946401987,5.08746284125034,11.2934716488381,11.2215871212648,10.2761244052742,6.90689059560852,6.88264304936184,10.677719641641,12.1548181090521,9.8073549220576,11.4757334309664,9.71424551766612,11.7219536128014,5,10.5117526537674,7,4,1,13.1369911120802,7.20945336562895,9.78463484555752,4.70043971814109,2.58496250072116,3.32192809488736,4.4594316186373,6.7279204545632,10.7944158663501,10.4655664048094,1,3.8073549220576,8.91288933622996,10.3083390301394,11.8297227350861,13.3253054550897,9.82654848729091,7.61470984411521,7.3037807481771,9.04984854945056,"0"
"TCGA.46.3767.01A",8.05528243550119,5.4594316186373,2.58496250072116,10.3398500028846,9.80413102118332,12.5919897676151,5.32192809488736,15.5546488028522,7.88264304936184,4.58496250072116,1,9.97154355395077,1,9.1548181090521,12.4262647547021,13.161446847518,1,7.6724253419715,9.18982455888002,7.6724253419715,5.16992500144231,5.90689059560852,7.79441586635011,7.96578428466209,5,4.4594316186373,9.3264294871223,7.04439411935845,9.77807712953536,3.58496250072116,9.02236781302845,4.4594316186373,8.82017896241519,9.467605550083,11.12153351734,1,2,7.04439411935845,11.9950604670327,6.78135971352466,6.28540221886225,6.64385618977472,11.2215871212648,4.8073549220576,2.58496250072116,15.8835501795573,1,1,3,6.55458885167764,5.32192809488736,1,8.02236781302845,4,1,3.58496250072116,4.58496250072116,2,7.16992500144231,2,6.90689059560852,4.90689059560852,3,13.5724633890837,4.32192809488736,5.16992500144231,2,5.39231742277876,3.58496250072116,2.58496250072116,3,3,1,1,2.58496250072116,6.28540221886225,10.4898479604393,4.8073549220576,5,2,2.58496250072116,9.59618975614441,2.58496250072116,4.58496250072116,9.34872815423108,1,1,3,4,3.32192809488736,10.4635243732712,9.64024493622235,1,2,10.5603328342124,1,3.32192809488736,1,4.32192809488736,6.61470984411521,4.70043971814109,7.85798099512757,3.32192809488736,5.32192809488736,12.0741414627525,12.7189609119842,10.7364019313183,9.67948009950545,5.52356195605701,12.3437409184722,12.1916761463524,7.32192809488736,10.0768155970508,4.16992500144231,13.652844973002,5.90689059560852,8.92481250360578,6.12928301694497,2,1,10.5774288280357,1,10.5430318202552,2,1,2,1,7.06608919045777,8.4594316186373,10.0953970227926,1,3.32192809488736,5,8.53915881110803,8.69348695749932,14.468624042918,7.84549005094437,6.61470984411521,4.4594316186373,5.16992500144231,"0"
"TCGA.66.2763.01A",6.75488750216347,5,2,4.4594316186373,10.4635243732712,11.5459297690855,7.44294349584873,15.958869855988,10.5736471874933,5.85798099512757,5.64385618977472,10.1972166931101,1,9.27146302790437,13.8431359111114,12.7784878612224,1,5.95419631038687,9.09803208296053,7.88264304936184,1,6.52356195605701,6.08746284125034,7.59991284218713,5.16992500144231,4,8.82017896241519,10.0334230015375,11.7515440590891,5.32192809488736,9.1548181090521,5.32192809488736,9.82336724004623,8.62205181945638,12.5186531556734,1,1,2.58496250072116,16.3518709433351,6.20945336562895,3,6.85798099512757,8.4262647547021,2.58496250072116,6.75488750216347,13.9860197730641,1,2.58496250072116,1,14.3642714746811,5.64385618977472,1,10.12153351734,6.64385618977472,1,4.70043971814109,5.32192809488736,1,8.4093909361377,3,6.04439411935845,7,2,13.7378810768578,3.8073549220576,4,1,6.04439411935845,6.35755200461808,7.59991284218713,1,3.58496250072116,1,1,3.32192809488736,5.95419631038687,8.82654848729091,10.0633950812885,5.64385618977472,1,1,11.8257538328831,3.32192809488736,3.8073549220576,10.0361736125535,1,1,5.24792751344359,6.95419631038687,1,9.97727992349992,8.94251450533924,1,1,9.13442632022093,1,4.32192809488736,1,2.58496250072116,10.6934869574993,9.8008998999203,14.4044763508472,4.90689059560852,4.58496250072116,11.6564248632778,11.7887183326905,10.0579917227592,9.14465824283188,5.16992500144231,10.9158793788358,13.3275526440812,4.16992500144231,9.27612440527424,6.83289001416474,12.0265234425198,5.75488750216347,9.87958324961278,4.16992500144231,1,3.32192809488736,10.3420746679991,1,8.86418614465428,4.4594316186373,1,4.90689059560852,4.16992500144231,7.02236781302845,12.5225815312548,8.07681559705083,1,5.85798099512757,5.75488750216347,9.52356195605701,4,14.3590631836783,6.8073549220576,6.55458885167764,1,8.17990909001493,"0"
"TCGA.98.A53J.01A",4.58496250072116,7.7279204545632,1,13.2464437171173,6.49185309632967,10.0980320829605,5.52356195605701,9.01122725542325,9.70735913208088,6.88264304936184,2.58496250072116,11.8494051009478,1,13.0292872269682,13.4278366034585,9.28540221886225,1,7.78135971352466,1,6.12928301694497,6.24792751344359,5.39231742277876,6.04439411935845,11.9701058906122,6.75488750216347,3.58496250072116,6.85798099512757,9.56605403817109,10.3793783670713,5.64385618977472,9.467605550083,2.58496250072116,8.74819284958946,7.76818432477693,14.2155329997457,1,2,1,11.7030383889864,8.05528243550119,3,8.14974711950468,6.12928301694497,4.4594316186373,5.52356195605701,12.5008418795569,4.16992500144231,2,1,12.3083390301394,6.32192809488736,2,10.2384047393251,4.8073549220576,1,2,6.61470984411521,1,4.70043971814109,4.32192809488736,3.58496250072116,9.18982455888002,2.58496250072116,9.98868468677217,9.55842071326866,2.58496250072116,8.14974711950468,7.58496250072116,5.24792751344359,4,1,4,1,4,1,8.95419631038687,8.4093909361377,9.4262647547021,6.85798099512757,1,3,11.6697708885255,3.8073549220576,3,11.6934869574993,1,1,5.52356195605701,6.28540221886225,7.59991284218713,1,6.16992500144231,1,1,7.28540221886225,1,3,1,3.32192809488736,9.07681559705083,10.5449644327892,12.1724275086455,4.58496250072116,2,8.40087943628219,9.49984588708321,7.85798099512757,7.65821148275179,1,7.95419631038687,11.1098306542788,4.70043971814109,4.16992500144231,3,6.16992500144231,2,8.98299357469431,5.64385618977472,4.16992500144231,4.32192809488736,11.6934869574993,4.90689059560852,14.076481601207,4.70043971814109,1,5,1,2.58496250072116,8.44294349584873,6.04439411935845,1,11.6803595235137,6.88264304936184,6.93073733756289,7.78135971352466,11.0887882387169,4.90689059560852,8.49984588708321,2.58496250072116,6.4262647547021,"0"
"TCGA.66.2771.01A",6.7279204545632,4.32192809488736,1,3.8073549220576,9.38370429247405,10.1522848423066,4.90689059560852,15.4469540392796,8.44294349584873,5.16992500144231,1,10.1318569606088,2,8.74819284958946,12.3890935219045,12.0182001788132,2.58496250072116,6.88264304936184,12.5507467853832,9.01122725542325,1,6.12928301694497,4,4.16992500144231,3,5.75488750216347,9.49185309632967,6.85798099512757,12.1736771363034,4.16992500144231,6.78135971352466,5.24792751344359,9.57364718749332,7.16992500144231,12.2485206049384,2.58496250072116,2,4.4594316186373,12.3826240265749,5.8073549220576,4.32192809488736,5.95419631038687,8.55458885167764,3.32192809488736,4.70043971814109,13.0904432750816,3,2,1,6.4594316186373,6.85798099512757,2,8.29462074889163,6.55458885167764,1,2.58496250072116,6.4594316186373,2.58496250072116,7.10852445677817,2.58496250072116,5.08746284125034,7.3037807481771,4.58496250072116,12.791162888555,10.631177055704,4.8073549220576,1,7.10852445677817,3.8073549220576,5.8073549220576,3.32192809488736,1,6.04439411935845,1,2,3.32192809488736,8.76155123244448,9.91886323727459,3.58496250072116,1,3.8073549220576,8.18982455888002,3,2.58496250072116,8.8703647195834,1,2,2.58496250072116,4.16992500144231,1,11.977995368613,10.18982455888,2.58496250072116,1,8.8073549220576,1,3.58496250072116,1,3,8.66533591718518,6.83289001416474,10.3241805466187,9.07146236255662,5.85798099512757,12.8332854355845,10.4614794472862,10.129283016945,8.90689059560852,2,13.5795516528066,11.6679985356725,2,8.2667865406949,5.85798099512757,12.3100446796475,7.4093909361377,11.2597432636908,3.58496250072116,2,3,11.9851303734669,1,7.08746284125034,4.32192809488736,1,3.32192809488736,3,9.7279204545632,9.66533591718518,7.79441586635011,2,8.49185309632967,6.12928301694497,7.5077946401987,4,15.1402706021225,7.04439411935845,3,5.39231742277876,5.8073549220576,"0"
"TCGA.34.8454.01A",7.18982455888002,1,1,10.0633950812885,8.19967234483637,13.4843194236443,6.88264304936184,15.4858921862996,3,5.16992500144231,2,12.7431513941125,1,11.5439984501345,13.7036873259675,12.6206780421354,3,7.53915881110803,2,2,2,6.4594316186373,3.32192809488736,5.32192809488736,5,5.75488750216347,8.86418614465428,5,11.567005370247,5.85798099512757,7.59991284218713,4.4594316186373,7.75488750216347,9.27146302790437,11.5488219084588,1,4,1,15.7122045504387,3.8073549220576,4.32192809488736,5.16992500144231,10.3465137331656,2,6.12928301694497,14.3462366913902,3,2,1,6.8073549220576,3.8073549220576,1,8.74146698640115,5.8073549220576,1,1,6.16992500144231,1,9.38370429247405,1,6.8073549220576,3.8073549220576,2,12.9087678828492,1,4.58496250072116,2,6,4,8.77478705960117,1,2.58496250072116,1,1,1,5.4594316186373,11.6697708885255,3.58496250072116,4.32192809488736,1,1,11.6697708885255,1,8.16992500144231,9.92481250360578,1,1,3.8073549220576,4.70043971814109,1,1,8.56224242422107,2,1,9.95710204156229,1,4.32192809488736,1,5.08746284125034,7.91886323727459,6.93073733756289,6.20945336562895,3,4.16992500144231,10.6220518194564,12.0874628412503,10.3858624006415,8.76155123244448,2,9.88264304936184,11.6384359139905,2.58496250072116,9.68999797141945,4.32192809488736,11.2726297849764,5.8073549220576,9.91587937883577,5.08746284125034,1,1,13.6073303137496,1,6.64385618977472,1,1,1,3.58496250072116,5.90689059560852,10.3750394313469,8.08746284125034,1,4.4594316186373,3,8.62205181945638,4.70043971814109,13.8401878240405,6.93073733756289,3,2,1,"0"
