"","LINC00640","KRT17P1","GSDMC","EIF4G1","FOXG1","H2BC9","HMGB3P6","CSTL1","ATF7IP","RNF222","EGF","FAM83A","GCGR","KRT75","LINC00887","TMPRSS11D","SBSN","VIL1","BMP7","TFAP2A","PLXNB3","CDT1","COL9A3","TMPRSS4","LINC02830","DSEL","NLGN1","GNG4","SLC9A2","CENPI","status"
"TCGA.66.2794.01A",7.89481776330794,3.32192809488736,8.04439411935845,16.5058425606153,1,8.96578428466209,2,5.4594316186373,13.089781488354,5.16992500144231,11.1522848423066,5.70043971814109,2,6.08746284125034,3.32192809488736,10.5849625007212,7.61470984411521,3,12.7125270004398,10.3663222142458,9.10328780841202,12.6631133084558,7,14.4219333193101,1,8.69348695749932,9.53915881110803,11.4655664048094,10.047123912114,9.36632221424582,"0"
"TCGA.39.5016.01A",7.4594316186373,3.8073549220576,8.21916852046216,17.2245481603059,4.58496250072116,6,2,7.08746284125034,13.347898144596,2,10.3106127816595,8.59991284218713,4.16992500144231,9.96578428466209,3.32192809488736,9.51963625284321,8.16992500144231,3.32192809488736,13.1873520732005,11.4189067312579,9.70735913208088,11.5206186805563,6.04439411935845,15.4276402159943,7.91886323727459,9.79116288855502,11.9233274854192,8,12.3917806060132,9.96000193206808,"0"
"TCGA.NC.A5HK.01A",4.4594316186373,4,12.3734089602287,16.4722148541157,1,8.39231742277876,2,6,12.8599229728618,4.70043971814109,5.08746284125034,12.8933015308606,3,2,5.75488750216347,4,3.8073549220576,2.58496250072116,10.1421070573025,15.1194275110673,13.3230547603416,12.3575520046181,11.6564248632778,10.1059085085712,1,7.06608919045777,2,10.7764330324447,7.75488750216347,10.7565563225241,"0"
"TCGA.63.A5MI.01A",8.14974711950468,6.04439411935845,10.929258408637,16.4214074120625,1,7.2667865406949,4.8073549220576,3,13.0168082876866,3.32192809488736,7.5077946401987,10.9410476063406,3.8073549220576,9.65463602852797,6,12.0175044011094,8.19967234483637,1,13.5015884229324,13.2051823262286,8.97154355395077,11.1279943209764,7.85798099512757,15.1689071166463,7.24792751344359,9.76818432477693,9.4797802640291,10.7210991887072,7.22881869049588,11.1497471195047,"0"
"TCGA.85.6561.01A",7.85798099512757,5.8073549220576,11.0967151544885,17.2356216141882,2,7.83289001416474,2.58496250072116,1,13.9639797878153,6.20945336562895,7.28540221886225,13.1481587729379,6.83289001416474,10.6474584264549,6.08746284125034,13.6510516911789,14.3356694869461,3,14.399277924509,12.8392037880969,10.9233274854192,11.6492561775173,7.4262647547021,15.48236681376,3.58496250072116,10.1623913287569,6.28540221886225,8.82017896241519,9.31741261376487,10.7632123668144,"0"
"TCGA.18.3411.01A",8.467605550083,6.04439411935845,11.2911706993219,16.2593386992878,1,8.18982455888002,3.8073549220576,4.58496250072116,12.4848228942621,1,11.6101020629997,13.3799198176465,4.70043971814109,6,6.95419631038687,9.4178525148859,8.44294349584873,3.58496250072116,13.5912885792461,10.967226258836,9.4757334309664,11.4604558963096,8.24792751344359,15.4114447835268,8.4757334309664,10.8902642770211,10.7714894695006,11.6110247973074,8.84549005094437,10.1189410727235,"0"
"TCGA.66.2787.01A",5.58496250072116,4.8073549220576,9.27146302790437,16.4171602665067,2,5.64385618977472,3.8073549220576,2.58496250072116,13.353698209048,2,10.5216004397237,5.75488750216347,4.4594316186373,3.58496250072116,2,4.90689059560852,10.1318569606088,6.85798099512757,13.6277618524026,10.7960396088298,10.5333297323058,11.6519486107234,6.39231742277876,14.9534689622288,6.08746284125034,11.1823943534045,7.39231742277876,7.20945336562895,12.1273495410591,10.609178738142,"0"
"TCGA.60.2711.01A",7.85798099512757,4.58496250072116,10.3241805466187,17.7417171399988,3.8073549220576,7.96578428466209,2,3,14.0759804624163,5,8.8703647195834,8.21916852046216,2.58496250072116,6.85798099512757,4.32192809488736,12.7368246990989,9.77807712953536,5.64385618977472,14.2582715762829,12.7402023887679,11.0566377151132,11.8603110549195,5.52356195605701,15.7626934677544,5.39231742277876,9.89178370321831,8.09803208296053,10.5176693881338,10.57931593758,10.9628960053373,"0"
"TCGA.63.A5MB.01A",5,7.56985560833095,10.2992080183873,16.7409402054259,8.98868468677217,6.61470984411521,5.16992500144231,5.85798099512757,13.7357675472666,4.4594316186373,10.0794847838268,6.95419631038687,5.32192809488736,9.5352753766208,4.16992500144231,7.59991284218713,7.90689059560852,9.2336196767597,10.7665289085989,10.609178738142,12.3224915375975,11.7245138531199,6.7279204545632,15.9102679558108,6.12928301694497,8.4757334309664,8.79441586635011,12.7414669864011,11.4387918525783,10.4553272203046,"0"
"TCGA.77.8154.01A",7.35755200461808,3.58496250072116,8.98299357469431,15.9391659596335,1,6.75488750216347,3,2.58496250072116,12.2270141936491,5.16992500144231,9.4594316186373,13.7494504655699,5.8073549220576,9.02790599656988,4,12.7866780338907,11.2070143201775,2.58496250072116,14.1045987535644,11.90989308377,9.3264294871223,11.8925428166486,7.70043971814109,15.3665271279655,1,6.8073549220576,5.8073549220576,5.64385618977472,10.1996723448364,9.44708322620965,"0"
"TCGA.63.A5ML.01A",5.75488750216347,5.16992500144231,10.57931593758,16.6096981810843,1,6.85798099512757,3.32192809488736,4.16992500144231,13.0007042690112,3.32192809488736,10.4838157772643,8.4093909361377,2,5.4594316186373,5.16992500144231,7.4262647547021,5.16992500144231,4.4594316186373,12.7274950690254,10.1421070573025,11.1786648510065,11.0306671362469,7.5077946401987,14.3980756229099,6.12928301694497,9.83605035505807,7.32192809488736,11.6411485974112,6.55458885167764,10.0443941193585,"0"
"TCGA.58.A46M.01A",7.4594316186373,4.4594316186373,11.2992080183873,16.9404053687208,1,6.4594316186373,5.32192809488736,5,12.9498267107591,4,9.79116288855502,6.93073733756289,5.32192809488736,7.02236781302845,3,7.35755200461808,2.58496250072116,3.32192809488736,14.4631411703717,12.3376219019925,11.6995724532873,12.410451351504,5.24792751344359,13.7657004876511,3.8073549220576,5.8073549220576,6.61470984411521,7.83289001416474,8.99435343685886,10.581200581925,"0"
"TCGA.77.8153.01A",7,6.49185309632967,11.2082343583398,16.758249244642,1,8.23840473932508,2.58496250072116,3,13.2027360432502,3.32192809488736,10.2620948453702,9.93073733756289,5.90689059560852,9.14465824283188,4.90689059560852,9.84549005094438,10.4051414631363,3.32192809488736,13.3657756353263,13.097044499323,10.4199601778479,12.1642784383012,5.4594316186373,14.519021895622,2,11.0028150156071,9.94544383637791,12.4356702609366,8.97154355395077,9.72109918870719,"0"
"TCGA.56.7582.01A",5.64385618977472,7.74146698640115,10.57931593758,16.3480019219185,1,8.62205181945638,3,1,13.5274770060604,6.7279204545632,10.2264121927888,12.5774288280357,3.58496250072116,8.20945336562895,5.70043971814109,11.8089641749193,11.3342732853072,5.32192809488736,13.7245138531199,11.4115109880121,10.57931593758,11.3309168781146,3.32192809488736,14.6070990940936,5.08746284125034,11.0042204663182,9.12928301694497,9.66888498426625,11.8703647195834,10.0334230015375,"0"
"TCGA.85.8052.01A",5.24792751344359,5,8.53915881110803,16.100210604883,3.8073549220576,6.12928301694497,2.58496250072116,3.58496250072116,12.6974020075027,3.8073549220576,9.2045711442492,8.68650052718322,4.90689059560852,3.58496250072116,5,7.33985000288462,8.6724253419715,8.13955135239879,13.326710358347,11.5449644327892,11.2877123795494,12.0525680508042,8.93073733756289,13.537461094633,3,10.0821490413539,7.98868468677217,8.68650052718322,10.929258408637,8.91886323727459,"0"
"TCGA.85.A53L.01A",6.28540221886225,6.08746284125034,11.9858419370033,17.7284121502871,2,9.55842071326866,3,3.32192809488736,13.8097681287104,3,8.70735913208088,8.64385618977472,6.20945336562895,4.58496250072116,5,12.2562086885274,7.96578428466209,7.2667865406949,12.9439799143437,12.1686721181322,11.6302671250268,12.3100446796475,8.68650052718322,15.1393914704193,1,8.13955135239879,8.97154355395077,12.2917462808339,9.12412131182919,10.3575520046181,"0"
"TCGA.51.4081.01A",7.33985000288462,6,10.1006623390052,16.5443909585978,4.32192809488736,7.4757334309664,3.32192809488736,4,13.2030420555625,7.90689059560852,10.2854022188622,12.0251395622785,6.8073549220576,4,4.58496250072116,10.6829945836817,13.6611100287437,2.58496250072116,14.0988545532188,12.0396045179538,11.5196362528432,10.8948177633079,6.24792751344359,16.0720907231877,3.32192809488736,11.2143191208008,8.58496250072116,12.1861142395416,11.4767462039395,10.1922928144708,"0"
